name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_SCC,SCC,delta_SCC,jpg_MSE,MSE,delta_MSE,jpg_multissim,multissim,delta_multissim
Case_10-02,avg,multilevel_tresholding,7,33.66156,29.17004,-13.34317,0.96895,0.93152,-3.86294,0.99416,0.97096,-2.33363,6.85,32.89668,380.2435,0.992160022258759,0.939719974994659,-5.28543996810913
Case_10-02,avg,multilevel_tresholding,9,33.66156,26.82111,-20.32125,0.96895,0.89739,-7.38531,0.99416,0.94633,-4.8111,6.85,47.15967,588.46234,0.992160022258759,0.884370028972626,-10.8641700744629
Case_10-02,avg,multilevel_tresholding,11,33.66156,25.10727,-25.41264,0.96895,0.86633,-10.59085,0.99416,0.91607,-7.85487,6.85,57.12893,733.99898,0.992160022258759,0.81852000951767,-17.5012092590332
Case_10-02,avg,multilevel_tresholding,13,33.66156,23.8527,-29.13965,0.96895,0.84105,-13.19986,0.99416,0.88302,-11.17929,6.85,64.1248,836.12847,0.992160022258759,0.749270021915436,-24.4809303283691
Case_10-03,avg,multilevel_tresholding,3,32.56373,32.17813,-1.18414,0.96066,0.9651,0.46218,0.99237,0.98866,-0.37385,8.52616,8.71484,2.21295,0.991349995136261,0.989520013332367,-0.184589996933937
Case_10-03,avg,multilevel_tresholding,5,32.56373,30.81871,-5.35878,0.96066,0.94749,-1.37093,0.99237,0.98055,-1.19109,8.52616,22.26811,161.17396,0.991349995136261,0.968500018119812,-2.30493998527527
Case_10-03,avg,multilevel_tresholding,7,32.56373,28.04095,-13.88901,0.96066,0.91032,-5.24015,0.99237,0.9569,-3.57427,8.52616,39.4262,362.4145,0.991349995136261,0.923709988594055,-6.82301998138428
Case_10-03,avg,multilevel_tresholding,9,32.56373,25.98793,-20.19363,0.96066,0.87243,-9.18431,0.99237,0.92563,-6.72531,8.52616,51.47248,503.70061,0.991349995136261,0.862450003623962,-13.0024700164795
Case_10-03,avg,multilevel_tresholding,11,32.56373,24.5749,-24.53291,0.96066,0.8423,-12.3207,0.99237,0.89226,-10.08797,8.52616,59.42337,596.95349,0.991349995136261,0.796329975128174,-19.6721591949463
Case_10-03,avg,multilevel_tresholding,13,32.56373,23.56017,-27.64904,0.96066,0.82035,-14.60558,0.99237,0.8591,-13.42947,8.52616,64.92527,661.48313,0.991349995136261,0.731559991836548,-26.205680847168
Case_10-04,avg,multilevel_tresholding,3,32.98354,31.43326,-4.70016,0.96681,0.96756,0.07757,0.99397,0.98704,-0.6972,7.88864,8.34132,5.73838,0.992299973964691,0.990180015563965,-0.213640004396439
Case_10-04,avg,multilevel_tresholding,5,32.98354,30.92555,-6.23945,0.96681,0.95401,-1.32394,0.99397,0.98404,-0.99902,7.88864,21.05764,166.93625,0.992299973964691,0.971949994564056,-2.05079007148743
Case_10-04,avg,multilevel_tresholding,7,32.98354,28.14228,-14.67781,0.96681,0.92031,-4.80963,0.99397,0.96556,-2.85824,7.88864,38.87422,392.78735,0.992299973964691,0.930880010128021,-6.18966007232666
Case_10-04,avg,multilevel_tresholding,9,32.98354,25.91883,-21.4189,0.96681,0.88362,-8.60459,0.99397,0.93834,-5.59675,7.88864,52.08759,560.28606,0.992299973964691,0.87252002954483,-12.0709400177002
Case_10-04,avg,multilevel_tresholding,11,32.98354,24.35654,-26.15547,0.96681,0.85285,-11.78722,0.99397,0.90742,-8.70751,7.88864,60.81242,670.88598,0.992299973964691,0.806999981403351,-18.6737899780273
Case_10-04,avg,multilevel_tresholding,13,32.98354,23.21937,-29.60316,0.96681,0.82911,-14.24272,0.99397,0.87504,-11.96515,7.88864,66.85441,747.477,0.992299973964691,0.740459978580475,-25.3794193267822
Case_10-05,avg,multilevel_tresholding,3,34.76679,33.04126,-4.96316,0.97183,0.97243,0.06174,0.99576,0.99095,-0.48305,5.46929,5.02516,-8.12043,0.989979982376099,0.989859998226166,-0.0121200000867248
Case_10-05,avg,multilevel_tresholding,5,34.76679,33.28881,-4.25113,0.97183,0.96914,-0.2768,0.99576,0.99096,-0.48204,5.46929,9.57323,75.03607,0.989979982376099,0.979569971561432,-1.05154001712799
Case_10-05,avg,multilevel_tresholding,7,34.76679,31.65921,-8.93836,0.97183,0.95509,-1.72252,0.99576,0.98521,-1.05949,5.46929,19.20927,251.22054,0.989979982376099,0.954119980335236,-3.62229990959167
Case_10-05,avg,multilevel_tresholding,9,34.76679,29.56226,-14.96983,0.97183,0.93651,-3.63438,0.99576,0.97391,-2.1943,5.46929,29.8752,446.23543,0.989979982376099,0.915170013904572,-7.55671977996826
Case_10-05,avg,multilevel_tresholding,11,34.76679,27.92124,-19.68991,0.97183,0.91901,-5.43511,0.99576,0.96014,-3.57717,5.46929,38.652,606.70965,0.989979982376099,0.869270026683807,-12.193169593811
Case_10-05,avg,multilevel_tresholding,13,34.76679,26.67022,-23.28823,0.97183,0.9043,-6.94875,0.99576,0.9452,-5.07753,5.46929,45.45792,731.14847,0.989979982376099,0.82098001241684,-17.0710506439209
Case_10-06,avg,multilevel_tresholding,3,33.63674,31.16876,-7.33716,0.96951,0.96778,-0.17844,0.99485,0.98547,-0.94286,6.77943,7.08662,4.53121,0.99251002073288,0.990660011768341,-0.18639999628067
Case_10-06,avg,multilevel_tresholding,5,33.63674,31.6481,-5.91211,0.96951,0.9612,-0.85713,0.99485,0.98676,-0.81319,6.77943,16.02522,136.38005,0.99251002073288,0.977439999580383,-1.51837003231049
Case_10-06,avg,multilevel_tresholding,7,33.63674,29.34771,-12.75103,0.96951,0.93617,-3.43885,0.99485,0.97535,-1.96009,6.77943,32.0116,372.18719,0.99251002073288,0.944830000400543,-4.80397987365723
Case_10-06,avg,multilevel_tresholding,9,33.63674,26.99597,-19.74261,0.96951,0.90492,-6.66213,0.99485,0.95448,-4.0579,6.77943,46.5885,587.20379,0.99251002073288,0.89494001865387,-9.8306303024292
Case_10-06,avg,multilevel_tresholding,11,33.63674,25.26189,-24.89792,0.96951,0.87631,-9.6131,0.99485,0.92889,-6.63015,6.77943,56.95423,740.10352,0.99251002073288,0.835520029067993,-15.8174695968628
Case_10-06,avg,multilevel_tresholding,13,33.63674,23.96914,-28.74119,0.96951,0.85267,-12.05145,0.99485,0.90052,-9.48183,6.77943,64.21906,847.26341,0.99251002073288,0.772170007228851,-22.2002792358398
Case_10-07,avg,multilevel_tresholding,3,33.55548,31.58932,-5.85943,0.97094,0.96996,-0.10093,0.99408,0.98601,-0.81181,7.06893,7.23006,2.27941,0.99194997549057,0.990140020847321,-0.182459995150566
Case_10-07,avg,multilevel_tresholding,5,33.55548,31.41898,-6.36707,0.97094,0.96068,-1.05671,0.99408,0.98468,-0.9456,7.06893,17.23163,143.76575,0.99194997549057,0.974170029163361,-1.7924200296402
Case_10-07,avg,multilevel_tresholding,7,33.55548,28.94196,-13.74893,0.97094,0.93375,-3.83031,0.99408,0.96972,-2.45051,7.06893,33.80802,378.2622,0.99194997549057,0.936160027980804,-5.62426996231079
Case_10-07,avg,multilevel_tresholding,9,33.55548,26.68519,-20.47442,0.97094,0.90217,-7.08283,0.99408,0.94503,-4.93421,7.06893,47.48507,571.74339,0.99194997549057,0.879589974880219,-11.3271799087524
Case_10-07,avg,multilevel_tresholding,11,33.55548,25.06466,-25.30383,0.97094,0.87446,-9.93676,0.99408,0.91599,-7.8555,7.06893,56.81652,703.74993,0.99194997549057,0.814149975776672,-17.9242897033691
Case_10-07,avg,multilevel_tresholding,13,33.55548,23.88368,-28.82331,0.97094,0.85251,-12.19746,0.99408,0.88517,-10.95586,7.06893,63.36255,796.35277,0.99194997549057,0.746890008449554,-24.704870223999
Case_10-08,avg,multilevel_tresholding,3,33.53521,31.90443,-4.86289,0.97055,0.97075,0.02061,0.99412,0.98728,-0.68805,7.07475,7.131,0.79508,0.991919994354248,0.990369975566864,-0.156259998679161
Case_10-08,avg,multilevel_tresholding,5,33.53521,31.6005,-5.76919,0.97055,0.96152,-0.9304,0.99412,0.98523,-0.89426,7.07475,17.09024,141.5667,0.991919994354248,0.97434002161026,-1.77232003211975
Case_10-08,avg,multilevel_tresholding,7,33.53521,29.05753,-13.35218,0.97055,0.93487,-3.67627,0.99412,0.97006,-2.42023,7.07475,33.70957,376.47719,0.991919994354248,0.936410009860992,-5.59622001647949
Case_10-08,avg,multilevel_tresholding,9,33.53521,26.77742,-20.15133,0.97055,0.90346,-6.91258,0.99412,0.9455,-4.89076,7.07475,47.40664,570.08219,0.991919994354248,0.87993997335434,-11.2892198562622
Case_10-08,avg,multilevel_tresholding,11,33.53521,25.14403,-25.022,0.97055,0.87578,-9.76457,0.99412,0.91666,-7.79182,7.07475,56.71852,701.70352,0.991919994354248,0.814620018005371,-17.8744201660156
Case_10-08,avg,multilevel_tresholding,13,33.53521,23.95491,-28.56788,0.97055,0.8538,-12.02926,0.99412,0.88609,-10.8669,7.07475,63.25121,794.04163,0.991919994354248,0.747470021247864,-24.6441192626953
Case_10-09,avg,multilevel_tresholding,3,33.12456,32.15171,-2.93694,0.96886,0.97082,0.2023,0.99415,0.98953,-0.46472,7.41659,7.34369,-0.98293,0.991649985313416,0.990239977836609,-0.142189994454384
Case_10-09,avg,multilevel_tresholding,5,33.12456,31.49262,-4.92668,0.96886,0.95954,-0.96196,0.99415,0.98584,-0.83589,7.41659,17.95857,142.14053,0.991649985313416,0.972809970378876,-1.89987003803253
Case_10-09,avg,multilevel_tresholding,7,33.12456,28.86824,-12.84944,0.96886,0.93111,-3.89633,0.99415,0.96962,-2.46743,7.41659,34.2831,362.24882,0.991649985313416,0.933139979839325,-5.90026998519897
Case_10-09,avg,multilevel_tresholding,9,33.12456,26.71521,-19.34924,0.96886,0.89953,-7.15583,0.99415,0.94606,-4.8373,7.41659,47.48228,540.21713,0.991649985313416,0.875999987125397,-11.6623802185059
Case_10-09,avg,multilevel_tresholding,11,33.12456,25.19686,-23.933,0.96886,0.87304,-9.88997,0.99415,0.91982,-7.47674,7.41659,56.68216,664.26174,0.991649985313416,0.812020003795624,-18.1142501831055
Case_10-09,avg,multilevel_tresholding,13,33.12456,24.09708,-27.25313,0.96886,0.85299,-11.95942,0.99415,0.89314,-10.16044,7.41659,63.27734,753.18644,0.991649985313416,0.748109996318817,-24.5590705871582
Case_10-10,avg,multilevel_tresholding,3,33.95052,33.08101,-2.56111,0.96517,0.96817,0.31083,0.99297,0.98898,-0.40182,7.12883,6.63395,-6.94195,0.989170014858246,0.98827999830246,-0.0899799987673759
Case_10-10,avg,multilevel_tresholding,5,33.95052,32.17968,-5.21594,0.96517,0.95426,-1.13037,0.99297,0.98453,-0.84998,7.12883,15.17809,112.91138,0.989170014858246,0.970120012760162,-1.92586004734039
Case_10-10,avg,multilevel_tresholding,7,33.95052,29.84266,-12.09955,0.96517,0.92536,-4.12466,0.99297,0.96981,-2.3324,7.12883,28.63114,301.62467,0.989170014858246,0.931330025196075,-5.84733009338379
Case_10-10,avg,multilevel_tresholding,9,33.95052,27.88201,-17.87457,0.96517,0.89574,-7.19355,0.99297,0.94917,-4.41101,7.12883,39.66801,456.44489,0.989170014858246,0.878530025482178,-11.1851301193237
Case_10-10,avg,multilevel_tresholding,11,33.95052,26.5012,-21.9417,0.96517,0.87231,-9.6211,0.99297,0.92728,-6.61551,7.12883,47.49214,566.19824,0.989170014858246,0.822239995002747,-16.8757705688477
Case_10-10,avg,multilevel_tresholding,13,33.95052,25.49733,-24.89856,0.96517,0.85526,-11.38763,0.99297,0.90577,-8.78174,7.12883,53.18849,646.10406,0.989170014858246,0.767870008945465,-22.3722896575928
Case_11-07,avg,multilevel_tresholding,3,34.08888,33.05837,-3.02301,0.9629,0.96625,0.34791,0.99504,0.99088,-0.41807,5.72138,5.75026,0.50477,0.991829991340637,0.990809977054596,-0.10283999890089
Case_11-07,avg,multilevel_tresholding,5,34.08888,32.57832,-4.43124,0.9629,0.95777,-0.53277,0.99504,0.98811,-0.69645,5.72138,13.72632,139.91275,0.991829991340637,0.976760029792786,-1.51941001415253
Case_11-07,avg,multilevel_tresholding,7,34.08888,30.10233,-11.69458,0.9629,0.93169,-3.24125,0.99504,0.97508,-2.00595,5.72138,27.02818,372.40666,0.991829991340637,0.942629992961884,-4.96052980422974
Case_11-07,avg,multilevel_tresholding,9,34.08888,27.90996,-18.12591,0.9629,0.90044,-6.48665,0.99504,0.95493,-4.03099,5.72138,38.36543,570.56252,0.991829991340637,0.890839993953705,-10.1821899414062
Case_11-07,avg,multilevel_tresholding,11,34.08888,26.357,-22.68153,0.9629,0.87299,-9.33742,0.99504,0.93218,-6.31733,5.72138,46.59486,714.39897,0.991829991340637,0.830770015716553,-16.2386703491211
Case_11-07,avg,multilevel_tresholding,13,34.08888,25.24738,-25.93661,0.9629,0.85183,-11.53495,0.99504,0.90923,-8.62377,5.72138,52.59773,819.31894,0.991829991340637,0.769930005073547,-22.3727893829346
Case_11-09,avg,multilevel_tresholding,3,38.54692,36.20884,-6.06554,0.96482,0.96669,0.19382,0.99678,0.99218,-0.46149,2.68889,2.67758,-0.42062,0.989369988441467,0.990459978580475,0.110169999301434
Case_11-09,avg,multilevel_tresholding,5,38.54692,37.22097,-3.43983,0.96482,0.96765,0.29332,0.99678,0.99372,-0.30699,2.68889,3.97277,47.74758,0.989369988441467,0.988870024681091,-0.0505300015211105
Case_11-09,avg,multilevel_tresholding,7,38.54692,36.34,-5.72528,0.96482,0.96272,-0.21766,0.99678,0.99149,-0.53071,2.68889,6.80721,153.1606,0.989369988441467,0.981819987297058,-0.763109982013702
Case_11-09,avg,multilevel_tresholding,9,38.54692,34.42036,-10.70529,0.96482,0.95487,-1.03128,0.99678,0.98553,-1.12863,2.68889,9.93893,269.62948,0.989369988441467,0.970170021057129,-1.94062995910645
Case_11-09,avg,multilevel_tresholding,11,38.54692,32.86609,-14.73744,0.96482,0.94717,-1.82936,0.99678,0.97835,-1.84895,2.68889,12.57353,367.61043,0.989369988441467,0.955980002880096,-3.37487006187439
Case_11-09,avg,multilevel_tresholding,13,38.54692,31.67784,-17.82005,0.96482,0.94063,-2.5072,0.99678,0.97075,-2.61141,2.68889,14.66783,445.49758,0.989369988441467,0.940850019454956,-4.90412998199463
Case_11-10,avg,multilevel_tresholding,3,36.24099,35.23219,-2.78359,0.96374,0.96759,0.39949,0.99643,0.99395,-0.24889,3.92672,3.74691,-4.57914,0.989030003547668,0.989769995212555,0.0748199969530106
Case_11-10,avg,multilevel_tresholding,5,36.24099,35.17096,-2.95254,0.96374,0.96353,-0.02179,0.99643,0.99307,-0.3372,3.92672,7.43726,89.40133,0.989030003547668,0.982789993286133,-0.630919992923737
Case_11-10,avg,multilevel_tresholding,7,36.24099,33.02333,-8.87851,0.96374,0.9493,-1.49833,0.99643,0.98653,-0.99355,3.92672,13.62126,246.88646,0.989030003547668,0.964909970760345,-2.43876004219055
Case_11-10,avg,multilevel_tresholding,9,36.24099,31.08113,-14.23764,0.96374,0.93298,-3.19173,0.99643,0.97727,-1.92286,3.92672,19.06964,385.63789,0.989030003547668,0.939490020275116,-5.00895023345947
Case_11-10,avg,multilevel_tresholding,11,36.24099,29.68203,-18.09818,0.96374,0.91918,-4.62365,0.99643,0.96743,-2.91039,3.92672,23.22837,491.54638,0.989030003547668,0.911289989948273,-7.86022996902466
