name,type,method,sigma,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_SCC,SCC,delta_SCC,jpg_MSE,MSE,delta_MSE,jpg_multissim,multissim,delta_multissim
Case_11-09,gauss,otsu,1.4,8,38.54692,37.95952,-1.52386,0.96482,0.96826,0.35654,0.99678,0.9951,-0.16854,2.68889,4.04289,50.35535,0.989369988441467,0.988820016384125,-0.0555900000035763
Case_11-09,gauss,otsu,1.7,10,38.54692,37.50484,-2.70341,0.96482,0.96749,0.27674,0.99678,0.99413,-0.26586,2.68889,4.89404,82.00968,0.989369988441467,0.986869990825653,-0.252689987421036
Case_11-09,gauss,otsu,2,12,38.54692,36.79519,-4.54441,0.96482,0.9657,0.09121,0.99678,0.9926,-0.41935,2.68889,6.0537,125.13751,0.989369988441467,0.983810007572174,-0.561969995498657
Case_11-10,gauss,otsu,0.4,2,36.24099,23.33864,-35.60154,0.96374,0.88798,-7.86104,0.99643,0.90495,-9.18078,3.92672,5.66351,44.23004,0.989030003547668,0.944909989833832,-4.46093988418579
Case_11-10,gauss,otsu,0.7,4,36.24099,34.91241,-3.66596,0.96374,0.9634,-0.03528,0.99643,0.99363,-0.281,3.92672,5.19908,32.40262,0.989030003547668,0.988960027694702,-0.00707999989390373
Case_11-10,gauss,otsu,1.1,6,36.24099,35.8638,-1.04078,0.96374,0.96682,0.31959,0.99643,0.99491,-0.15254,3.92672,5.40887,37.74524,0.989030003547668,0.987489998340607,-0.155709996819496
Case_11-10,gauss,otsu,1.4,8,36.24099,35.53724,-1.94186,0.96374,0.96577,0.21064,0.99643,0.99396,-0.24788,3.92672,6.70783,70.82527,0.989030003547668,0.984300017356873,-0.478240013122559
Case_11-10,gauss,otsu,1.7,10,36.24099,34.76147,-4.08245,0.96374,0.96235,-0.14423,0.99643,0.99201,-0.44358,3.92672,8.85037,125.38836,0.989030003547668,0.978940010070801,-1.02019000053406
Case_11-10,gauss,otsu,2,12,36.24099,33.82383,-6.66969,0.96374,0.95738,-0.65993,0.99643,0.98929,-0.71656,3.92672,11.38078,189.82917,0.989030003547668,0.971610009670258,-1.76131999492645
Case_11-11,gauss,otsu,0.4,2,36.24559,22.70093,-37.36913,0.9645,0.87678,-9.09487,0.99652,0.8934,-10.34801,3.7625,5.65316,50.2501,0.989910006523132,0.939450025558472,-5.09743022918701
Case_11-11,gauss,otsu,0.7,4,36.24559,34.79534,-4.00118,0.9645,0.96359,-0.09435,0.99652,0.9935,-0.30305,3.7625,5.23366,39.1006,0.989910006523132,0.989750027656555,-0.016160000115633
Case_11-11,gauss,otsu,1.1,6,36.24559,35.84467,-1.10612,0.9645,0.96741,0.30171,0.99652,0.99503,-0.14952,3.7625,5.31631,41.29728,0.989910006523132,0.988610029220581,-0.131319999694824
Case_11-11,gauss,otsu,1.4,8,36.24559,35.5946,-1.79605,0.9645,0.96669,0.22706,0.99652,0.99428,-0.22478,3.7625,6.48239,72.28944,0.989910006523132,0.985610008239746,-0.434379994869232
Case_11-11,gauss,otsu,1.7,10,36.24559,34.85275,-3.84278,0.9645,0.96356,-0.09746,0.99652,0.9925,-0.4034,3.7625,8.53182,126.75934,0.989910006523132,0.980449974536896,-0.955649971961975
Case_11-11,gauss,otsu,2,12,36.24559,33.90303,-6.46302,0.9645,0.9587,-0.60135,0.99652,0.98989,-0.66532,3.7625,11.0819,194.53555,0.989910006523132,0.973209977149963,-1.6870299577713
Case_11-12,gauss,otsu,0.4,2,35.80086,22.89728,-36.04265,0.96176,0.87776,-8.73399,0.99654,0.90278,-9.40855,4.21614,6.10466,44.79263,0.989989995956421,0.941959977149963,-4.85157012939453
Case_11-12,gauss,otsu,0.7,4,35.80086,34.40487,-3.89932,0.96176,0.96097,-0.08214,0.99654,0.99358,-0.29703,4.21614,5.5654,32.00226,0.989989995956421,0.989830017089844,-0.016160000115633
Case_11-12,gauss,otsu,1.1,6,35.80086,35.47012,-0.92383,0.96176,0.96487,0.32337,0.99654,0.99512,-0.14249,4.21614,5.61954,33.28637,0.989989995956421,0.988579988479614,-0.142429992556572
Case_11-12,gauss,otsu,1.4,8,35.80086,35.22436,-1.6103,0.96176,0.96384,0.21627,0.99654,0.99433,-0.22177,4.21614,6.85654,62.626,0.989989995956421,0.985080003738403,-0.495959997177124
Case_11-12,gauss,otsu,1.7,10,35.80086,34.48341,-3.67994,0.96176,0.96026,-0.15596,0.99654,0.99251,-0.4044,4.21614,9.06504,115.00804,0.989989995956421,0.979300022125244,-1.0798100233078
Case_11-12,gauss,otsu,2,12,35.80086,33.52986,-6.34342,0.96176,0.95486,-0.71743,0.99654,0.98983,-0.67333,4.21614,11.82584,180.48974,0.989989995956421,0.971260011196136,-1.89193999767303
Case_11-13,gauss,otsu,0.4,2,37.6792,22.87865,-39.28043,0.96567,0.88221,-8.6427,0.99733,0.89946,-9.8132,2.98042,4.27924,43.57842,0.989530026912689,0.935819983482361,-5.4278302192688
Case_11-13,gauss,otsu,0.7,4,37.6792,35.45553,-5.90158,0.96567,0.96387,-0.1864,0.99733,0.99403,-0.33088,2.98042,4.11655,38.1198,0.989530026912689,0.989459991455078,-0.00707999989390373
Case_11-13,gauss,otsu,1.1,6,37.6792,37.00924,-1.77806,0.96567,0.96768,0.20815,0.99733,0.99608,-0.12533,2.98042,4.17842,40.19568,0.989530026912689,0.988789975643158,-0.0747900009155273
Case_11-13,gauss,otsu,1.4,8,37.6792,36.75279,-2.45868,0.96567,0.96712,0.15015,0.99733,0.99555,-0.17848,2.98042,5.01364,68.21924,0.989530026912689,0.986400008201599,-0.316309988498688
Case_11-13,gauss,otsu,1.7,10,37.6792,36.0762,-4.25434,0.96567,0.96487,-0.08284,0.99733,0.99434,-0.2998,2.98042,6.43878,116.03599,0.989530026912689,0.982699990272522,-0.690230011940002
Case_11-13,gauss,otsu,2,12,37.6792,35.21249,-6.54661,0.96567,0.96129,-0.45357,0.99733,0.99259,-0.47527,2.98042,8.19626,175.00352,0.989530026912689,0.977400004863739,-1.22583997249603
Case_11-15,gauss,otsu,0.4,2,34.82427,23.57593,-32.30029,0.97127,0.89821,-7.52211,0.99486,0.89897,-9.63854,5.30428,7.45303,40.50974,0.988290011882782,0.945429980754852,-4.33679008483887
Case_11-15,gauss,otsu,0.7,4,34.82427,34.10525,-2.06471,0.97127,0.9708,-0.04839,0.99486,0.99238,-0.24928,5.30428,6.36949,20.08208,0.988290011882782,0.988449990749359,0.0161899998784065
Case_11-15,gauss,otsu,1.1,6,34.82427,34.82762,0.00962,0.97127,0.97359,0.23886,0.99486,0.99348,-0.13871,5.30428,6.26486,18.10953,0.988290011882782,0.986029982566833,-0.228679999709129
Case_11-15,gauss,otsu,1.4,8,34.82427,34.50387,-0.92005,0.97127,0.97223,0.09884,0.99486,0.99213,-0.27441,5.30428,7.70213,45.20595,0.988290011882782,0.980499982833862,-0.788230001926422
Case_11-15,gauss,otsu,1.7,10,34.82427,33.69208,-3.25115,0.97127,0.96843,-0.2924,0.99486,0.98928,-0.56088,5.30428,10.37167,95.53398,0.988290011882782,0.971449971199036,-1.70395994186401
Case_11-15,gauss,otsu,2,12,34.82427,32.68619,-6.13963,0.97127,0.96291,-0.86073,0.99486,0.98515,-0.97602,5.30428,13.80428,160.24795,0.988290011882782,0.959010004997253,-2.96269011497498
Case_12-01,gauss,otsu,0.4,2,34.87843,24.08206,-30.95429,0.97994,0.92153,-5.96057,0.99658,0.9365,-6.02862,5.06637,6.56108,29.50258,0.987820029258728,0.951349973678589,-3.69197010993958
Case_12-01,gauss,otsu,0.7,4,34.87843,33.98951,-2.54862,0.97994,0.9794,-0.05511,0.99658,0.99464,-0.19467,5.06637,5.85394,15.54505,0.987820029258728,0.988659977912903,0.0850299969315529
Case_12-01,gauss,otsu,1.1,6,34.87843,35.03681,0.45409,0.97994,0.98244,0.25512,0.99658,0.99592,-0.06623,5.06637,5.49859,8.53116,0.987820029258728,0.98786997795105,0.00505999987944961
Case_12-01,gauss,otsu,1.4,8,34.87843,35.0975,0.6281,0.97994,0.98271,0.28267,0.99658,0.99565,-0.09332,5.06637,5.96339,17.70538,0.987820029258728,0.98496001958847,-0.289530009031296
Case_12-01,gauss,otsu,1.7,10,34.87843,34.77502,-0.29649,0.97994,0.98187,0.19695,0.99658,0.99479,-0.17961,5.06637,7.14322,40.99286,0.987820029258728,0.980109989643097,-0.780510008335114
Case_12-01,gauss,otsu,2,12,34.87843,34.17767,-2.00915,0.97994,0.98017,0.02347,0.99658,0.9934,-0.31909,5.06637,8.96415,76.93437,0.987820029258728,0.973439991474152,-1.45572996139526
Case_12-02,gauss,otsu,0.4,2,34.76286,24.77689,-28.72597,0.98121,0.92997,-5.22212,0.99562,0.93247,-6.34278,5.05424,6.51219,28.84608,0.987630009651184,0.955680012702942,-3.23501992225647
Case_12-02,gauss,otsu,0.7,4,34.76286,34.17721,-1.6847,0.98121,0.98112,-0.00917,0.99562,0.99379,-0.18381,5.05424,5.72614,13.29379,0.987630009651184,0.98869001865387,0.107330001890659
Case_12-02,gauss,otsu,1.1,6,34.76286,35.02827,0.76349,0.98121,0.9836,0.24358,0.99562,0.995,-0.06227,5.05424,5.35844,6.01871,0.987630009651184,0.987929999828339,0.0303700007498264
Case_12-02,gauss,otsu,1.4,8,34.76286,35.06658,0.87369,0.98121,0.98376,0.25988,0.99562,0.99464,-0.09843,5.05424,5.84264,15.59878,0.987630009651184,0.985050022602081,-0.261229991912842
Case_12-02,gauss,otsu,1.7,10,34.76286,34.71946,-0.12485,0.98121,0.98285,0.16714,0.99562,0.99351,-0.21193,5.05424,7.05882,39.66135,0.987630009651184,0.980189979076385,-0.753319978713989
Case_12-02,gauss,otsu,2,12,34.76286,34.10104,-1.90381,0.98121,0.98113,-0.00815,0.99562,0.9917,-0.39372,5.05424,8.93138,76.71064,0.987630009651184,0.973439991474152,-1.43676996231079
Case_12-03,gauss,otsu,0.4,2,34.64716,24.63959,-28.88424,0.9801,0.92762,-5.35456,0.99648,0.9446,-5.20633,5.09714,6.69766,31.40035,0.987749993801117,0.956369996070862,-3.17691993713379
Case_12-03,gauss,otsu,0.7,4,34.64716,33.98797,-1.90258,0.9801,0.97999,-0.01122,0.99648,0.99484,-0.16458,5.09714,5.96189,16.9654,0.987749993801117,0.98869001865387,0.0951699987053871
Case_12-03,gauss,otsu,1.1,6,34.64716,34.85773,0.60776,0.9801,0.98265,0.26018,0.99648,0.99586,-0.06222,5.09714,5.59621,9.79118,0.987749993801117,0.987900018692017,0.0151899997144938
Case_12-03,gauss,otsu,1.4,8,34.64716,34.92409,0.79929,0.9801,0.98291,0.28671,0.99648,0.9956,-0.08831,5.09714,6.07925,19.26786,0.987749993801117,0.985000014305115,-0.278409987688065
Case_12-03,gauss,otsu,1.7,10,34.64716,34.59736,-0.14373,0.9801,0.98203,0.19692,0.99648,0.99469,-0.17963,5.09714,7.3221,43.65115,0.987749993801117,0.980130016803741,-0.771449983119965
Case_12-03,gauss,otsu,2,12,34.64716,33.9854,-1.91,0.9801,0.98029,0.01939,0.99648,0.99321,-0.32816,5.09714,9.26636,81.79528,0.987749993801117,0.973399996757507,-1.45280003547668
Case_12-04,gauss,otsu,0.4,2,34.71957,23.15578,-33.30626,0.98023,0.90615,-7.55741,0.99612,0.91909,-7.733,5.45807,7.61315,39.48429,0.989499986171722,0.9444699883461,-4.55077981948853
Case_12-04,gauss,otsu,0.7,4,34.71957,33.42018,-3.74253,0.98023,0.97817,-0.21015,0.99612,0.99318,-0.29515,5.45807,6.80988,24.76718,0.989499986171722,0.989329993724823,-0.0171799995005131
Case_12-04,gauss,otsu,1.1,6,34.71957,34.50096,-0.62964,0.98023,0.98101,0.07957,0.99612,0.9949,-0.12248,5.45807,6.50007,19.091,0.989499986171722,0.987619996070862,-0.189989998936653
Case_12-04,gauss,otsu,1.4,8,34.71957,34.36153,-1.03123,0.98023,0.98015,-0.00816,0.99612,0.99439,-0.17367,5.45807,7.30281,33.79839,0.989499986171722,0.983210027217865,-0.635670006275177
Case_12-04,gauss,otsu,1.7,10,34.71957,33.78763,-2.68419,0.98023,0.97768,-0.26014,0.99612,0.99301,-0.31221,5.45807,9.06904,66.15837,0.989499986171722,0.97613000869751,-1.35118997097015
Case_12-04,gauss,otsu,2,12,34.71957,32.96662,-5.04888,0.98023,0.97408,-0.6274,0.99612,0.99085,-0.52905,5.45807,11.68532,114.09253,0.989499986171722,0.966539978981018,-2.32035994529724
Case_12-05,gauss,otsu,0.4,2,34.39273,23.74633,-30.95538,0.97701,0.91235,-6.61815,0.99588,0.9311,-6.5048,6.02217,8.23778,36.79089,0.989170014858246,0.953019976615906,-3.65458011627197
Case_12-05,gauss,otsu,0.7,4,34.39273,33.47322,-2.67356,0.97701,0.97616,-0.087,0.99588,0.99361,-0.22794,6.02217,7.27886,20.86773,0.989170014858246,0.989170014858246,0
Case_12-05,gauss,otsu,1.1,6,34.39273,34.18004,-0.61842,0.97701,0.97808,0.10952,0.99588,0.99461,-0.12753,6.02217,7.19592,19.49048,0.989170014858246,0.986670017242432,-0.252739995718002
Case_12-05,gauss,otsu,1.4,8,34.39273,33.92851,-1.34976,0.97701,0.97643,-0.05936,0.99588,0.99384,-0.20484,6.02217,8.4232,39.86985,0.989170014858246,0.981389999389648,-0.786520004272461
Case_12-05,gauss,otsu,1.7,10,34.39273,33.24688,-3.33166,0.97701,0.9729,-0.42067,0.99588,0.99209,-0.38057,6.02217,10.77609,78.94032,0.989170014858246,0.973230004310608,-1.61144995689392
Case_12-05,gauss,otsu,2,12,34.39273,32.3608,-5.90802,0.97701,0.96814,-0.90787,0.99588,0.98954,-0.63662,6.02217,14.03122,132.99276,0.989170014858246,0.962499976158142,-2.69619989395142
Case_12-06,gauss,otsu,0.4,2,34.13071,24.80548,-27.32211,0.97721,0.92767,-5.06953,0.9952,0.93977,-5.56973,6.19048,8.13072,31.34232,0.988030016422272,0.961669981479645,-2.66793990135193
Case_12-06,gauss,otsu,0.7,4,34.13071,33.52662,-1.76993,0.97721,0.97742,0.02149,0.9952,0.99315,-0.20599,6.19048,7.09263,14.57318,0.988030016422272,0.988470017910004,0.0445300005376339
Case_12-06,gauss,otsu,1.1,6,34.13071,34.17373,0.12604,0.97721,0.97925,0.20876,0.9952,0.99398,-0.12259,6.19048,7.12872,15.15618,0.988030016422272,0.985780000686646,-0.227730005979538
Case_12-06,gauss,otsu,1.4,8,34.13071,33.96028,-0.49935,0.97721,0.97793,0.07368,0.9952,0.99303,-0.21805,6.19048,8.42902,36.16101,0.988030016422272,0.980279982089996,-0.784389972686768
Case_12-06,gauss,otsu,1.7,10,34.13071,33.32152,-2.37086,0.97721,0.97491,-0.23536,0.9952,0.99102,-0.42002,6.19048,10.79732,74.41814,0.988030016422272,0.971909999847412,-1.63153004646301
Case_12-06,gauss,otsu,2,12,34.13071,32.47363,-4.8551,0.97721,0.97079,-0.65697,0.9952,0.98814,-0.70941,6.19048,14.00513,126.23658,0.988030016422272,0.961019992828369,-2.73372006416321
Case_12-07,gauss,otsu,0.4,2,34.27531,23.8553,-30.40092,0.9758,0.91173,-6.56589,0.99522,0.92461,-7.09491,6.20767,8.32293,34.07494,0.988770008087158,0.952759981155396,-3.64190006256104
Case_12-07,gauss,otsu,0.7,4,34.27531,33.55752,-2.09419,0.9758,0.97543,-0.03792,0.99522,0.99305,-0.21804,6.20767,7.28245,17.31374,0.988770008087158,0.988860011100769,0.00910000037401915
Case_12-07,gauss,otsu,1.1,6,34.27531,34.1805,-0.27661,0.9758,0.97728,0.15167,0.99522,0.99389,-0.13364,6.20767,7.25318,16.84223,0.988770008087158,0.986259996891022,-0.253850013017654
Case_12-07,gauss,otsu,1.4,8,34.27531,33.9385,-0.98266,0.9758,0.9756,-0.0205,0.99522,0.99296,-0.22709,6.20767,8.57557,38.14475,0.988770008087158,0.980830013751984,-0.803020000457764
Case_12-07,gauss,otsu,1.7,10,34.27531,33.26886,-2.93637,0.9758,0.97197,-0.3925,0.99522,0.99095,-0.42905,6.20767,11.01574,77.4537,0.988770008087158,0.972459971904755,-1.64953005313873
Case_12-07,gauss,otsu,2,12,34.27531,32.4002,-5.47073,0.9758,0.9671,-0.89158,0.99522,0.98806,-0.71944,6.20767,14.31969,130.67737,0.988770008087158,0.96153998374939,-2.75393009185791
Case_12-08,gauss,otsu,0.4,2,34.35927,24.58702,-28.44138,0.97891,0.92459,-5.54903,0.99574,0.94055,-5.54261,5.98791,7.92164,32.29391,0.988439977169037,0.957660019397736,-3.11399006843567
Case_12-08,gauss,otsu,0.7,4,34.35927,33.74666,-1.78295,0.97891,0.97871,-0.02043,0.99574,0.99401,-0.17374,5.98791,6.86668,14.67574,0.988439977169037,0.988820016384125,0.0384499989449978
Case_12-08,gauss,otsu,1.1,6,34.35927,34.40595,0.13586,0.97891,0.98056,0.16855,0.99574,0.9948,-0.0944,5.98791,6.7056,11.98565,0.988439977169037,0.986620008945465,-0.184129998087883
Case_12-08,gauss,otsu,1.4,8,34.35927,34.20884,-0.43781,0.97891,0.9794,0.05006,0.99574,0.99404,-0.17073,5.98791,7.75235,29.46671,0.988439977169037,0.981750011444092,-0.676819980144501
Case_12-08,gauss,otsu,1.7,10,34.35927,33.59014,-2.23849,0.97891,0.97664,-0.23189,0.99574,0.99237,-0.33844,5.98791,9.78969,63.49093,0.988439977169037,0.974179983139038,-1.44268000125885
Case_12-08,gauss,otsu,2,12,34.35927,32.75642,-4.66497,0.97891,0.97281,-0.62314,0.99574,0.98994,-0.58248,5.98791,12.64054,111.10104,0.988439977169037,0.964179992675781,-2.45437002182007
Case_12-09,gauss,otsu,0.4,2,34.45769,24.67491,-28.3907,0.98045,0.92863,-5.28533,0.99547,0.93728,-5.84548,5.85545,7.70007,31.50262,0.988229990005493,0.95863002538681,-2.99524998664856
Case_12-09,gauss,otsu,0.7,4,34.45769,33.78127,-1.96305,0.98045,0.98003,-0.04284,0.99547,0.99353,-0.19488,5.85545,6.70006,14.42434,0.988229990005493,0.98869001865387,0.0465499982237816
Case_12-09,gauss,otsu,1.1,6,34.45769,34.45027,-0.02153,0.98045,0.9819,0.14789,0.99547,0.99445,-0.10246,5.85545,6.60514,12.80329,0.988229990005493,0.98649001121521,-0.176070004701614
Case_12-09,gauss,otsu,1.4,8,34.45769,34.23085,-0.65831,0.98045,0.98095,0.051,0.99547,0.99365,-0.18283,5.85545,7.6845,31.23671,0.988229990005493,0.981610000133514,-0.669879972934723
Case_12-09,gauss,otsu,1.7,10,34.45769,33.5945,-2.50507,0.98045,0.97854,-0.19481,0.99547,0.99187,-0.36164,5.85545,9.77512,66.94054,0.988229990005493,0.974030017852783,-1.43691003322601
Case_12-09,gauss,otsu,2,12,34.45769,32.7484,-4.96055,0.98045,0.97512,-0.54363,0.99547,0.98929,-0.62081,5.85545,12.6869,116.66823,0.988229990005493,0.964060008525848,-2.44579005241394
Case_12-10,gauss,otsu,0.4,2,34.4184,24.33229,-29.30441,0.97981,0.9249,-5.60415,0.99712,0.95132,-4.59323,5.15515,7.10293,37.78319,0.989459991455078,0.960020005702972,-2.97535991668701
Case_12-10,gauss,otsu,0.7,4,34.4184,33.38321,-3.00766,0.97981,0.9788,-0.10308,0.99712,0.99499,-0.21362,5.15515,6.44392,24.99966,0.989459991455078,0.989929974079132,0.0474999994039536
Case_12-10,gauss,otsu,1.1,6,34.4184,34.49886,0.23377,0.97981,0.98229,0.25311,0.99712,0.99623,-0.08926,5.15515,6.01171,16.61562,0.989459991455078,0.989359974861145,-0.0101100001484156
Case_12-10,gauss,otsu,1.4,8,34.4184,34.66641,0.72057,0.97981,0.98294,0.31945,0.99712,0.99609,-0.1033,5.15515,6.3904,23.96148,0.989459991455078,0.986940026283264,-0.254680007696152
Case_12-10,gauss,otsu,1.7,10,34.4184,34.43715,0.05448,0.97981,0.98244,0.26842,0.99712,0.99538,-0.1745,5.15515,7.5164,45.80371,0.989459991455078,0.982770025730133,-0.676119983196259
Case_12-10,gauss,otsu,2,12,34.4184,33.88511,-1.54943,0.97981,0.98101,0.12247,0.99712,0.99416,-0.29685,5.15515,9.36876,81.73593,0.989459991455078,0.976890027523041,-1.27039003372192
Case_12-11,gauss,otsu,0.4,2,34.36496,23.64419,-31.19681,0.97964,0.91739,-6.35438,0.99691,0.94478,-5.22916,5.83584,8.1847,40.24888,0.989690005779266,0.955680012702942,-3.43642997741699
Case_12-11,gauss,otsu,0.7,4,34.36496,33.12418,-3.6106,0.97964,0.978,-0.16741,0.99691,0.99452,-0.23974,5.83584,7.25604,24.33583,0.989690005779266,0.989579975605011,-0.011119999922812
Case_12-11,gauss,otsu,1.1,6,34.36496,34.09183,-0.79479,0.97964,0.98068,0.10616,0.99691,0.99567,-0.12438,5.83584,7.11086,21.8481,0.989690005779266,0.987510025501251,-0.220269992947578
Case_12-11,gauss,otsu,1.4,8,34.36496,33.93649,-1.24682,0.97964,0.97997,0.03369,0.99691,0.99514,-0.17755,5.83584,8.23899,41.17916,0.989690005779266,0.982860028743744,-0.69011002779007
Case_12-11,gauss,otsu,1.7,10,34.36496,33.33205,-3.00571,0.97964,0.97768,-0.20007,0.99691,0.99385,-0.30695,5.83584,10.46346,79.29655,0.989690005779266,0.975530028343201,-1.43075001239777
Case_12-11,gauss,otsu,2,12,34.36496,32.48253,-5.47776,0.97964,0.97428,-0.54714,0.99691,0.99189,-0.50356,5.83584,13.60589,133.14364,0.989690005779266,0.965789973735809,-2.41490006446838
Case_12-12,gauss,otsu,0.4,2,34.4456,24.55732,-28.70695,0.97563,0.92365,-5.32784,0.99667,0.9514,-4.54213,5.77285,7.64136,32.3672,0.987929999828339,0.959270000457764,-2.90102005004883
Case_12-12,gauss,otsu,0.7,4,34.4456,33.64139,-2.33472,0.97563,0.97569,0.00615,0.99667,0.99495,-0.17257,5.77285,6.76112,17.11927,0.987929999828339,0.988489985466003,0.0566800013184547
Case_12-12,gauss,otsu,1.1,6,34.4456,34.46204,0.04773,0.97563,0.97816,0.25932,0.99667,0.99584,-0.08328,5.77285,6.64401,15.09064,0.987929999828339,0.986590027809143,-0.135629996657372
Case_12-12,gauss,otsu,1.4,8,34.4456,34.34148,-0.30227,0.97563,0.97743,0.1845,0.99667,0.99534,-0.13344,5.77285,7.63276,32.21823,0.987929999828339,0.982200026512146,-0.579999983310699
Case_12-12,gauss,otsu,1.7,10,34.4456,33.79413,-1.8913,0.97563,0.97513,-0.05125,0.99667,0.99412,-0.25585,5.77285,9.57959,65.94213,0.987929999828339,0.975350022315979,-1.27337002754211
Case_12-12,gauss,otsu,2,12,34.4456,33.0095,-4.16918,0.97563,0.97177,-0.39564,0.99667,0.9923,-0.43846,5.77285,12.31923,113.39945,0.987929999828339,0.966319978237152,-2.18740010261536
Case_13-01,gauss,otsu,0.4,2,33.57345,24.6986,-26.43413,0.96389,0.90978,-5.61371,0.99282,0.91887,-7.44848,7.02242,9.75912,38.9709,0.989589989185333,0.967010021209717,-2.28174996376038
Case_13-01,gauss,otsu,0.7,4,33.57345,33.07335,-1.48957,0.96389,0.96522,0.13798,0.99282,0.99,-0.28404,7.02242,8.45875,20.45349,0.989589989185333,0.989369988441467,-0.0222299993038177
Case_13-01,gauss,otsu,1.1,6,33.57345,33.42859,-0.43147,0.96389,0.9666,0.28115,0.99282,0.9903,-0.25382,7.02242,9.58665,36.51491,0.989589989185333,0.985350012779236,-0.428460001945496
Case_13-01,gauss,otsu,1.4,8,33.57345,32.82025,-2.24344,0.96389,0.96224,-0.17118,0.99282,0.98751,-0.53484,7.02242,13.08398,86.31725,0.989589989185333,0.977639973163605,-1.20756995677948
Case_13-01,gauss,otsu,1.7,10,33.57345,31.78169,-5.33684,0.96389,0.95435,-0.98974,0.99282,0.98239,-1.05054,7.02242,18.20139,159.18971,0.989589989185333,0.965799987316132,-2.40403008460999
Case_13-01,gauss,otsu,2,12,33.57345,30.65849,-8.68234,0.96389,0.94433,-2.02928,0.99282,0.97544,-1.75057,7.02242,23.91706,240.58145,0.989589989185333,0.950269997119904,-3.97336006164551
Case_13-02,gauss,otsu,0.4,2,33.5893,24.15024,-28.10139,0.9619,0.89907,-6.53186,0.99238,0.90521,-8.78393,7.12555,10.35962,45.38695,0.990419983863831,0.963259994983673,-2.74226999282837
Case_13-02,gauss,otsu,0.7,4,33.5893,32.90701,-2.03127,0.9619,0.96234,0.04574,0.99238,0.98882,-0.35873,7.12555,9.11742,27.95391,0.990419983863831,0.989669978618622,-0.0757300034165382
Case_13-02,gauss,otsu,1.1,6,33.5893,33.25788,-0.98668,0.9619,0.96343,0.15906,0.99238,0.98928,-0.31238,7.12555,10.50239,47.39059,0.990419983863831,0.98513001203537,-0.534110009670258
Case_13-02,gauss,otsu,1.4,8,33.5893,32.55681,-3.07387,0.9619,0.95776,-0.4304,0.99238,0.98603,-0.63988,7.12555,14.58257,104.65185,0.990419983863831,0.97639000415802,-1.41656994819641
Case_13-02,gauss,otsu,1.7,10,33.5893,31.42017,-6.4578,0.9619,0.94775,-1.47105,0.99238,0.97999,-1.24851,7.12555,20.51802,187.94998,0.990419983863831,0.962800025939941,-2.78871011734009
Case_13-02,gauss,otsu,2,12,33.5893,30.22618,-10.01247,0.9619,0.93509,-2.78719,0.99238,0.97174,-2.07985,7.12555,27.01695,279.15599,0.990419983863831,0.944809973239899,-4.60512018203735
Case_13-03,gauss,otsu,0.4,2,33.76697,24.13039,-28.53848,0.96532,0.90419,-6.33262,0.99229,0.89984,-9.31683,6.77065,9.85886,45.61172,0.990220010280609,0.963930010795593,-2.6549699306488
Case_13-03,gauss,otsu,0.7,4,33.76697,32.9881,-2.3066,0.96532,0.96538,0.00622,0.99229,0.98818,-0.41419,6.77065,8.61377,27.2222,0.990220010280609,0.989629983901978,-0.0595900006592274
Case_13-03,gauss,otsu,1.1,6,33.76697,33.40544,-1.07066,0.96532,0.96687,0.16057,0.99229,0.98891,-0.34063,6.77065,9.60624,41.88062,0.990220010280609,0.985580027103424,-0.468580007553101
Case_13-03,gauss,otsu,1.4,8,33.76697,32.78117,-2.91942,0.96532,0.96227,-0.31596,0.99229,0.98596,-0.63792,6.77065,13.08762,93.29931,0.990220010280609,0.977699995040894,-1.26436996459961
Case_13-03,gauss,otsu,1.7,10,33.76697,31.68062,-6.17867,0.96532,0.95375,-1.19857,0.99229,0.9802,-1.21839,6.77065,18.46678,172.74752,0.990220010280609,0.965349972248077,-2.51156997680664
Case_13-03,gauss,otsu,2,12,33.76697,30.48141,-9.7301,0.96532,0.94269,-2.3443,0.99229,0.9721,-2.03469,6.77065,24.6603,264.22352,0.990220010280609,0.948870003223419,-4.17583990097046
Case_13-04,gauss,otsu,0.4,2,34.31747,24.1789,-29.54347,0.96192,0.89739,-6.70846,0.9925,0.89426,-9.89824,6.23522,8.28665,32.90068,0.986949980258942,0.953849971294403,-3.3537700176239
Case_13-04,gauss,otsu,0.7,4,34.31747,33.79997,-1.50798,0.96192,0.96382,0.19752,0.9925,0.9898,-0.27204,6.23522,7.1002,13.87249,0.986949980258942,0.987349987030029,0.0405299998819828
Case_13-04,gauss,otsu,1.1,6,34.31747,34.37046,0.15441,0.96192,0.96651,0.47717,0.9925,0.99063,-0.18841,6.23522,7.527,20.71747,0.986949980258942,0.984179973602295,-0.280660003423691
Case_13-04,gauss,otsu,1.4,8,34.31747,33.96821,-1.01773,0.96192,0.96382,0.19752,0.9925,0.98847,-0.40605,6.23522,9.69666,55.51432,0.986949980258942,0.97759997844696,-0.947359979152679
Case_13-04,gauss,otsu,1.7,10,34.31747,33.13531,-3.44478,0.96192,0.95811,-0.39608,0.9925,0.98441,-0.81511,6.23522,13.19732,111.65765,0.986949980258942,0.967469990253448,-1.97376000881195
