sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,quality_column
0.1,3,-0.00012855360365424,-2.50012578463624e-06,-3.61741058135653e-06,-5.93908192762359e-05,80
0.2,3,-0.000148145982330262,-2.92113841926244e-06,-4.33777432880378e-06,-8.95882680672939e-05,80
0.3,3,-0.000227418131521676,-4.47602018892955e-06,-5.83598994439863e-05,-0.000840112882611218,80
0.4,3,0.391505588627887,0.0353771629349025,-1.28342088327761,-14.9257492993926,80
0.5,3,1.28893395848895,0.132191508224757,-0.316060407334001,0.989053958324072,80
0.6,3,1.4645094892002,0.165478977199089,3.00338152100606,7.09511728678811,80
0.7,3,1.31118158706441,0.167609516140776,5.59184749759264,13.3118143542606,80
0.8,3,1.09018791215663,0.157297718251375,6.62529486265729,16.8097669347571,80
0.9,3,0.896076134665267,0.147332188168684,7.64459992568627,18.5760817840867,80
1.1,3,0.585271489802195,0.12667285452137,7.97176638897257,21.7247810615728,80
1.2,3,0.492196093197948,0.120027253224216,7.79584280828024,22.1170190046779,80
1.3,3,0.403848927583626,0.11469393047576,8.93555129207085,22.9294160568058,80
1.4,3,0.331829103104784,0.109454385520376,8.98047350595534,23.6286347908291,80
1.5,3,0.27543228374731,0.105227214996699,8.95763853594133,24.0122483355313,80
1.6,3,0.224166700047879,0.10176156630786,9.3433921835735,24.16235467793,80
1.7,3,0.184113692452848,0.0986581436874178,9.31384011820351,24.477427505259,80
1.8,3,0.159182736940611,0.0967751322560161,9.28189031780098,24.5986583709237,80
1.9,3,0.128231878890046,0.0945572375605219,9.47895075523745,24.7385468569635,80
1,3,0.727512476045687,0.136133486939706,7.56772233607673,20.3222710192766,80
2.1,3,0.0967781174204324,0.0921598016562023,9.43337701757163,24.9068260560563,80
2.2,3,0.0612944426720714,0.0894431799949892,9.65733698954208,25.1927317545617,80
2.3,3,0.0542319925818898,0.0889281406190993,9.64366196992017,25.1709788202643,80
2.4,3,0.0309868062113955,0.087177077821827,9.72369550593712,25.386522497791,80
2.5,3,0.0258055330770651,0.0867979446378142,9.71571332617839,25.3853263911511,80
2.6,3,0.00825474196126722,0.0854271238791497,9.77062040368541,25.5477535393451,80
2.7,3,0.00504184197782258,0.0852038023406455,9.76733317032947,25.5274458901909,80
2.8,3,-0.0160795093525557,0.0834852273895857,9.77130517878219,25.8246062956023,80
2.9,3,-0.0262085411560826,0.0827102799993804,9.75855956661509,25.9238736689543,80
2,3,0.110818859594693,0.0932124189664653,9.44696790358734,24.8129918921775,80
3.1,3,-0.043666623940019,0.0812702310991491,9.76746301280635,26.0974947103389,80
3.2,3,-0.0447840155070668,0.0812061673127216,9.76743652682113,26.0987248836007,80
3.3,3,-0.0574132719993996,0.0801384358913391,9.73626001372135,26.2127416493607,80
3.4,3,-0.0659157494310506,0.0794338693944147,9.72520600534442,26.2825710540723,80
3.5,3,-0.066623482386661,0.0793961908757009,9.72578060839544,26.2827339625119,80
3.6,3,-0.0739977160697217,0.0787643751069543,9.71013246739751,26.3479988742579,80
3.7,3,-0.0811170442334457,0.0781591803039096,9.69170820635161,26.3781428626525,80
3.8,3,-0.0838403538674258,0.0779522987315771,9.68313581774665,26.3806202823203,80
3.9,3,-0.0864986054195135,0.0777269471180604,9.68072091024857,26.4183335301358,80
3,3,-0.0316928124745857,0.0822651326325594,9.76875750075534,25.961482474487,80
4.1,3,-0.0945543183887845,0.0770490240772072,9.66171121962288,26.4282350896593,80
4.2,3,-0.0972791712603765,0.0768268150805308,9.65115323979084,26.4344001971316,80
4.3,3,-0.099643798368995,0.0766332069625206,9.64561962706818,26.4294524022134,80
4.4,3,-0.0999665662910063,0.0766161908521721,9.64587137328359,26.4318760969819,80
4.5,3,-0.101966707184891,0.076455654544306,9.64132387271217,26.4248459712069,80
4.6,3,-0.103470636905041,0.0763379782601056,9.63984047217233,26.4143346675879,80
4.7,3,-0.104763706521383,0.076237056181833,9.63718314204707,26.4190887712607,80
4.8,3,-0.105852492977604,0.0761551145463871,9.63583752495787,26.4220085368551,80
4.9,3,-0.106701652532202,0.0760927160362645,9.63582807715103,26.421859915473,80
4,3,-0.0907515859669449,0.0773654023735987,9.66747467667962,26.4226131827104,80
5.1,3,-0.108025339087495,0.0759987372937938,9.63409806897866,26.4179397002355,80
5.2,3,-0.108520500782118,0.0759651082706448,9.63358957247209,26.4189797793809,80
5.3,3,-0.108935635509452,0.075937450278442,9.6326609144181,26.4154369644934,80
5.4,3,-0.109305204484799,0.0759137511225489,9.63235271647135,26.4157845167579,80
5.5,3,-0.109613213184281,0.0758943704232015,9.63205560513068,26.416502885726,80
5.6,3,-0.109882694238495,0.0758778397370043,9.63151454111362,26.4174769994225,80
5.7,3,-0.110190668698863,0.0758585714843673,9.63192125081103,26.420260211802,80
5.8,3,-0.1103811958862,0.0758477681087923,9.63178850618401,26.4223545974716,80
5.9,3,-0.110553615314988,0.0758380561565743,9.63193029421662,26.4221467102741,80
5,3,-0.107421911714991,0.0760405336507863,9.63465759196958,26.4157013069309,80
6,3,-0.110713365098642,0.0758291117103335,9.63178049660416,26.4200803746201,80
