filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,name
3,3.21708234179933,1.72581920572588,-1.63181983822765,-33.9237826484082,1
5,3.66532376329289,1.9465818622704,3.05540216161258,-30.6627705859885,1
7,1.41462349321003,1.11536167647408,7.77537882946777,-13.7673699549575,1
9,-2.04027428755892,-0.155612163422187,8.43732433542621,-1.89068304518867,1
11,-5.5668886646544,-1.42656904898393,10.6963947867141,8.90896891977523,1
13,-8.75904185856619,-2.51766500650182,18.5856749290076,14.1242703177887,1
15,-11.5391179496757,-3.40817225868343,23.4599025913149,17.1151321012082,1
17,-13.9401616624116,-4.13118727827758,24.3502686894979,19.7280890343676,1
19,-16.0189463719128,-4.72749689452696,23.8439860520437,22.8067966394437,1
