sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,quality_column
0.1,3,-0.000251121689781005,-2.93843754029158e-06,0.000479628617875312,0.00017028184925345,95
0.2,3,-0.000296177441731356,-3.47388313412575e-06,0.000478599936963008,0.000112510150383982,95
0.3,3,-0.000433939056935034,-5.00310480790728e-06,-1.86177358784336e-05,0.000288311206223002,95
0.4,3,0.298932200099249,0.0172960219394454,-1.50930669672772,4.1567626456642,95
0.5,3,0.854454505165113,0.0736907772139378,4.94822162789612,28.2623411505403,95
0.6,3,0.411682565381708,0.0742604540824646,9.29693880168677,31.6359939466868,95
0.7,3,-0.330317053320992,0.04946201521611,11.4863409309287,36.5695068397177,95
0.8,3,-0.93811283642815,0.0226814135779422,12.9010582339545,41.0234813569731,95
0.9,3,-1.3940327056705,0.000283197937448552,14.7451652454752,43.6711293110944,95
1.1,3,-2.03570335277482,-0.0343025741607369,15.4493202351168,47.4288112283192,95
1.2,3,-2.20046210465745,-0.0433873573158491,15.2026682021216,48.1509936453752,95
1.3,3,-2.38813906780072,-0.0550406746143494,16.9073435243254,49.6430428185906,95
1.4,3,-2.51596600986262,-0.062641233652196,17.0127647835039,50.3845381084635,95
1.5,3,-2.61816935754708,-0.0687213641415965,16.9837899024853,50.9964518798008,95
1.6,3,-2.71314564256424,-0.0745988702388914,17.4608246705695,51.1674360743698,95
1.7,3,-2.78410236793198,-0.0791128386025136,17.4410397619021,51.6464228734214,95
1.8,3,-2.82592594166908,-0.081613056184671,17.3908521836715,51.8800273898151,95
1.9,3,-2.88910574981325,-0.0858454757994726,17.7161391953972,52.024224228194,95
1,3,-1.74418723021822,-0.0181801753526692,14.7243989404452,45.9618986220386,95
2.1,3,-2.93924995837261,-0.088862068178197,17.6546591894865,52.2373267304133,95
2.2,3,-3.00436470384736,-0.0933513842925985,17.9521515796831,52.3972964101383,95
2.3,3,-3.01455849342813,-0.0939377059233742,17.9359210502015,52.379201058604,95
2.4,3,-3.0585284303997,-0.0967744448301427,18.0881189801282,52.626442295133,95
2.5,3,-3.06559220530571,-0.0971766858588495,18.0811956378275,52.6059992495548,95
2.6,3,-3.10170097074281,-0.0995307094612786,18.1726445939275,52.8187872756534,95
2.7,3,-3.10584830344924,-0.0997501732507627,18.168800787884,52.7967847769898,95
2.8,3,-3.14268756526703,-0.102159922893294,18.1959376407441,53.1874344740997,95
2.9,3,-3.15907269765402,-0.103166883419117,18.183213044533,53.3513820973028,95
2,3,-2.91652648054076,-0.0875237175278222,17.6731707108348,52.164960716911,95
3.1,3,-3.19262236834462,-0.10539003648006,18.1754906680317,53.6959904242534,95
3.2,3,-3.19403573880496,-0.105451480082025,18.17528530076,53.6982899457268,95
3.3,3,-3.21463267347791,-0.106823205526349,18.1428619443768,53.8930972824529,95
3.4,3,-3.22895425108721,-0.107767817648427,18.1151721130577,54.0339326420466,95
3.5,3,-3.22988299588802,-0.107806118428817,18.1149410017334,54.026279262309,95
3.6,3,-3.24236601382477,-0.10865045844475,18.0913584833393,54.1287934952854,95
3.7,3,-3.25305659642943,-0.10936302919199,18.0654445027569,54.1840209856759,95
3.8,3,-3.25697874537669,-0.109600408424898,18.0548262756099,54.1882582603499,95
3.9,3,-3.26122594037249,-0.109884612419881,18.0437900314487,54.206303642294,95
3,3,-3.17019122763072,-0.103901494128774,18.1950041445494,53.4488818600957,95
4.1,3,-3.27295566203093,-0.110659025348266,18.0147738910604,54.2333993237081,95
4.2,3,-3.27676578476802,-0.110904140285042,18.0050986153621,54.2227729867521,95
4.3,3,-3.28003618613427,-0.11111295467277,18.0001695727694,54.2255645811704,95
4.4,3,-3.28047010511043,-0.111130617466607,18.0005639718596,54.2238438763819,95
4.5,3,-3.28304064235666,-0.111290467065511,17.993245486708,54.2117618685344,95
4.6,3,-3.28498789544485,-0.111409107296384,17.9904284534546,54.1948008476074,95
4.7,3,-3.28661829221706,-0.111507960175717,17.9879590211809,54.1737547484427,95
4.8,3,-3.28790757605503,-0.111582477842957,17.984285018083,54.1620932286505,95
4.9,3,-3.28891966024758,-0.111640185670625,17.9820727441742,54.164154192432,95
4,3,-3.26768427676745,-0.110315334074062,18.0269701919239,54.2081303804008,95
5.1,3,-3.2904711562512,-0.111724365932967,17.9797059395513,54.1428848301417,95
5.2,3,-3.29103868175191,-0.111753630117518,17.9788974986377,54.1382306763384,95
5.3,3,-3.29153095920918,-0.111778569747184,17.9788346243529,54.1323705868929,95
5.4,3,-3.29195264690149,-0.111799050875354,17.9782858552275,54.1292306888803,95
5.5,3,-3.29230943664867,-0.111815871950998,17.9785507326077,54.1288727281624,95
5.6,3,-3.29262807404125,-0.111830708595626,17.9781416047603,54.1294360421219,95
5.7,3,-3.29296157275592,-0.111846212230209,17.9777884986948,54.1264948439766,95
5.8,3,-3.29319086600053,-0.111856120077867,17.9777827612979,54.1258631766932,95
5.9,3,-3.29340726623947,-0.111865362219357,17.9777900323338,54.1290877481372,95
5,3,-3.28977746492331,-0.111687457777488,17.9815792735145,54.1511077294307,95
6,3,-3.29360459158765,-0.111873787330292,17.9779757253391,54.130158517802,95
