sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe
0.4,3,-50.338135824763,-7.76283510524406,0.400563138792795,-8.49165188091408
0.7,3,-21.6616799184256,0.0804826948162734,6.60889565934094,-3.39936608266909
1.1,3,-65.741432133951,-9.92380611614043,9.41175700084809,18.7723709106394
1.4,3,-76.67849025168,-28.9836543778915,9.18862637274657,37.1988677827425
1.7,3,-82.2114073892318,-48.4775366030704,7.7352236640682,56.8463884824205
2,3,-85.403052883173,-63.4611588271127,5.46611736760545,75.3266098358726
2.3,3,-87.4125180269442,-73.8209984230068,2.64149494990528,94.1446532840974
2.6,3,-88.7608034101831,-80.8023169291805,0.118829536717751,112.029080410862
2.9,3,-89.7090458854479,-85.5262675499783,-1.83670037418428,130.847275428806
0.4,5,-50.3396999590972,-7.76368400535495,0.398114008739707,-8.49638012890481
0.7,5,1.51236110744128,0.229615529630223,7.08640803593855,-2.29482341930754
1.1,5,-21.7106864265235,-0.192950279889999,13.4846488167896,20.9748388741827
1.4,5,-48.18690990007,-2.30350655882351,15.726033770677,36.0293652392948
1.7,5,-62.7126021187056,-8.26105500523471,16.5703490994995,49.6699562520632
2,5,-71.2545233036408,-18.1437591217356,16.3213654006378,62.3275891078293
2.3,5,-76.6852513392962,-30.0568054056093,14.7885551576969,74.1824269907439
2.6,5,-80.351115887563,-41.9264285520252,12.8030271241278,85.1805914806423
2.9,5,-82.9403589436998,-52.4949661671006,10.3602529493574,95.9221367210854
0.4,7,-50.3396999590972,-7.76368400535495,0.398114008739707,-8.49638012890481
0.7,7,1.51297884357728,0.230290590389126,7.14445716203149,-2.39942763697235
1.1,7,-2.15623419059509,-0.054178417464663,13.8729698215615,22.2052866658527
1.4,7,-14.6673572144842,-0.556871750744017,17.3844270367983,41.5324911030792
1.7,7,-35.7607177597188,-1.61433699721637,18.6587647314898,59.1735444963449
2,7,-51.0187344603612,-4.01215406616872,18.7185904887953,74.3483293640404
2.3,7,-61.1329869337038,-8.4105404454774,18.272344777311,86.2314541102037
2.6,7,-68.0641535511553,-14.8160626464255,17.3798293530656,96.5275724100942
2.9,7,-73.0020300783691,-22.6630841540886,16.1172785821961,105.551367129952
0.4,9,-50.3396999590972,-7.76368400535495,0.398114008739707,-8.49638012890481
0.7,9,1.51297723851866,0.230291306912804,7.14472198513047,-2.39618375232017
1.1,9,-1.96034039569798,-0.0540192727512976,14.2277937794771,22.663825999877
1.4,9,-5.99278778324913,-0.513512472848953,17.2849738206655,42.6345711208534
1.7,9,-13.6449834787156,-1.12794339661674,18.7726169596375,63.1283761715897
2,9,-28.0831248347346,-1.97051052200464,18.9626472319511,82.4950185934401
2.3,9,-41.9600790862193,-3.34719231593868,18.7037458270893,97.5038263247663
2.6,9,-52.4731179765664,-5.64474565977175,18.5738018265595,109.013398103415
2.9,9,-60.2184898015609,-9.12265394337035,18.4345980401914,118.341785383515
0.4,11,-50.3396999590972,-7.76368400535495,0.398114008739707,-8.49638012890481
0.7,11,1.51297723295046,0.230291306181705,7.14472197976904,-2.39620528543494
1.1,11,-1.95967846422414,-0.0540191562611929,14.2293826779403,22.699599583867
1.4,11,-5.82863826276933,-0.512102294780317,17.6393214289657,42.7130135798193
1.7,11,-9.7665721976167,-1.10665995952765,18.8940659122925,64.2599869584375
2,11,-15.0302948128017,-1.78405379969595,19.0174493037853,84.7088280921913
2.3,11,-24.3813318508265,-2.56324483755759,18.9050228144981,102.64018791751
2.6,11,-35.5676618653179,-3.57092244969321,18.9368888580626,117.055722518819
2.9,11,-45.4729601778076,-5.01870111236544,19.093183303208,127.387918949436
0.4,13,-50.3396999590972,-7.76368400535495,0.398114008739707,-8.49638012890481
0.7,13,1.51297723295046,0.230291306181705,7.14472197976904,-2.39620528543494
1.1,13,-1.95967177457017,-0.0540186306109659,14.2307555730214,22.6916600077455
1.4,13,-5.8270553393247,-0.512067610572822,17.6464954497357,42.6657748217139
1.7,13,-9.64650483591378,-1.10531002978224,19.032956841575,64.04895920746
2,13,-13.1637996486018,-1.77191416255201,18.998606286253,85.4769401635861
2.3,13,-17.1010415525119,-2.47157236218033,19.0414574657709,104.319915389423
2.6,13,-23.2917173234367,-3.20879644461369,19.1085450750939,119.681111045959
2.9,13,-31.630585808146,-4.04720083455123,19.4039892908065,131.791173243224
0.4,15,-50.3396999590972,-7.76368400535495,0.398114008739707,-8.49638012890481
0.7,15,1.51297723295046,0.230291306181705,7.14472197976904,-2.39620528543494
1.1,15,-1.95967166669917,-0.054018604560575,14.2307329410258,22.6915949556344
1.4,15,-5.82702964840427,-0.512069817805332,17.643971741311,42.6580295122545
1.7,15,-9.6440576769428,-1.10521103828785,19.0433455083208,64.0892661084636
2,15,-13.0774485159623,-1.77036333619448,19.1044430053566,85.4309845877109
2.3,15,-16.1353086633705,-2.46209076087949,18.9370250684783,104.440924670376
2.6,15,-19.2790257709804,-3.15508833985674,19.1600511080035,120.395921420563
2.9,15,-23.5926603657874,-3.85254083726504,19.4473524812891,133.872658164072
0.4,17,-50.3396999590972,-7.76368400535495,0.398114008739707,-8.49638012890481
0.7,17,1.51297723295046,0.230291306181705,7.14472197976904,-2.39620528543494
1.1,17,-1.95967166669917,-0.054018604560575,14.2307329410258,22.6915949556344
1.4,17,-5.8270270064062,-0.512069264324508,17.6442527130965,42.6572882201545
1.7,17,-9.64396548148941,-1.10520476472141,19.0492177633576,64.0588985769327
2,17,-13.0745348409198,-1.77019559168288,19.1348441977104,85.1422840952511
2.3,17,-16.0718550918262,-2.46065022160847,19.0528325613512,104.683963671253
2.6,17,-18.7182130556359,-3.14696974102481,19.1542907030159,120.983356487917
2.9,17,-21.3188079092209,-3.81573275484198,19.400942002399,134.285586477477
0.4,19,-50.3396999590972,-7.76368400535495,0.398114008739707,-8.49638012890481
0.7,19,1.51297723295046,0.230291306181705,7.14472197976904,-2.39620528543494
1.1,19,-1.95967166669917,-0.054018604560575,14.2307329410258,22.6915949556344
1.4,19,-5.8270269786136,-0.51206924574495,17.6440533781252,42.6568924020972
1.7,19,-9.64396413564598,-1.10520492697378,19.0494085309952,64.081588349232
2,19,-13.0743756087991,-1.77016461569658,19.1354497291519,85.1366809453168
2.3,19,-16.0686431575787,-2.46032234085993,19.0555834851965,103.992230777513
2.6,19,-18.6712200188241,-3.14562137808033,19.2315437454147,121.23528678063
2.9,19,-20.9707513531234,-3.80829362380538,19.4380837569953,134.498474799734
