name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,11,28.506,27,-5.2831,0.929,0.933,0.43057,44.206,46.66,5.55128
Case_1-02,avg,otsu,11,28.44,26.738,-5.98453,0.927,0.932,0.53937,45.46,45.775,0.69292
Case_1-03,avg,otsu,11,28.9,28.317,-2.0173,0.94,0.951,1.17021,44.406,52.623,18.50426
Case_1-04,avg,otsu,11,28.842,28.252,-2.04563,0.944,0.955,1.16525,44.233,51.205,15.76199
Case_1-05,avg,otsu,11,28.935,28.162,-2.67151,0.941,0.95,0.95643,45.133,51.899,14.99125
Case_1-06,avg,otsu,11,28.466,26.932,-5.38888,0.939,0.94,0.1065,45.905,45.976,0.15467
Case_1-07,avg,otsu,11,28.853,27.635,-4.2214,0.95,0.949,-0.10526,45.998,48.334,5.07848
Case_1-08,avg,otsu,11,29.023,28.398,-2.15346,0.935,0.947,1.28342,46.057,50.72,10.12441
Case_10-01,avg,otsu,11,28.265,24.651,-12.78613,0.909,0.838,-7.81078,52.368,50.025,-4.47411
Case_10-02,avg,otsu,11,28.705,24.967,-13.02212,0.916,0.854,-6.76856,51.719,48.796,-5.65169
Case_10-03,avg,otsu,11,28.034,24.447,-12.79518,0.902,0.83,-7.98226,51.503,49.831,-3.24641
Case_10-04,avg,otsu,11,28.155,24.248,-13.87675,0.913,0.841,-7.88609,51.346,48.149,-6.22639
Case_10-05,avg,otsu,11,29.55,27.496,-6.95093,0.922,0.905,-1.84382,53.272,53.878,1.13756
Case_10-06,avg,otsu,11,28.622,25.143,-12.15499,0.918,0.864,-5.88235,52.41,48.076,-8.26941
Case_10-07,avg,otsu,11,28.615,24.916,-12.92679,0.922,0.863,-6.39913,52.779,48.669,-7.78719
Case_10-08,avg,otsu,11,28.629,24.997,-12.68644,0.921,0.864,-6.18893,52.79,48.54,-8.05077
Case_10-09,avg,otsu,11,28.283,25.017,-11.54757,0.918,0.862,-6.10022,51.182,50.036,-2.23907
Case_10-10,avg,otsu,11,28.849,26.163,-9.31055,0.901,0.853,-5.32741,52.489,52.451,-0.0724
Case_11-07,avg,otsu,11,29.139,26.059,-10.57003,0.902,0.852,-5.54324,61.466,58.343,-5.08086
Case_11-09,avg,otsu,11,31.972,30.879,-3.41862,0.863,0.869,0.69525,52.452,48.243,-8.02448
Case_11-10,avg,otsu,11,30.632,28.724,-6.22878,0.871,0.86,-1.26292,44.608,55.05,23.40836
Case_11-11,avg,otsu,11,30.611,28.64,-6.43886,0.868,0.856,-1.38249,43.352,54.797,26.40017
Case_11-12,avg,otsu,11,30.484,28.489,-6.54442,0.869,0.855,-1.61105,41.542,53.809,29.52915
Case_11-13,avg,otsu,11,32.161,30.244,-5.96064,0.875,0.866,-1.02857,50.534,48.351,-4.31986
Case_11-15,avg,otsu,11,29.593,27.706,-6.37651,0.909,0.891,-1.9802,58.655,57.555,-1.87537
Case_12-01,avg,otsu,11,29.991,29.459,-1.77387,0.949,0.953,0.4215,51.284,53.983,5.26285
Case_12-02,avg,otsu,11,29.884,29.341,-1.81703,0.951,0.954,0.31546,50.238,55.235,9.94665
Case_12-03,avg,otsu,11,29.796,29.262,-1.79219,0.949,0.953,0.4215,51.081,53.438,4.61424
Case_12-04,avg,otsu,11,29.475,28.054,-4.82103,0.943,0.934,-0.9544,48.971,52.467,7.13892
Case_12-05,avg,otsu,11,29.323,27.611,-5.83842,0.936,0.923,-1.38889,49.715,52.815,6.23554
Case_12-06,avg,otsu,11,29.17,27.771,-4.79602,0.939,0.931,-0.85197,50.272,53.681,6.78111
Case_12-07,avg,otsu,11,29.274,27.719,-5.31188,0.934,0.921,-1.39186,49.713,53.055,6.72259
Case_12-08,avg,otsu,11,29.306,27.989,-4.49396,0.941,0.934,-0.74389,49.925,52.464,5.08563
Case_12-09,avg,otsu,11,29.417,27.99,-4.85094,0.947,0.939,-0.84477,50.363,52.91,5.05728
Case_12-10,avg,otsu,11,29.454,29.015,-1.49046,0.948,0.954,0.63291,48.496,51.33,5.84378
Case_12-11,avg,otsu,11,29.266,27.61,-5.65844,0.946,0.937,-0.95137,49.17,54.093,10.0122
Case_12-12,avg,otsu,11,29.517,28.314,-4.07562,0.937,0.933,-0.42689,52.013,53.187,2.25713
Case_13-01,avg,otsu,11,28.726,25.918,-9.77512,0.908,0.862,-5.06608,52.872,51.679,-2.25639
Case_13-02,avg,otsu,11,28.691,25.428,-11.3729,0.902,0.837,-7.20621,52.279,52.394,0.21997
Case_13-03,avg,otsu,11,28.794,25.534,-11.3218,0.909,0.852,-6.27063,53.546,50.956,-4.83696
Case_13-04,avg,otsu,11,29.457,27.514,-6.59606,0.904,0.881,-2.54425,52.394,56.282,7.4207
Case_13-05,avg,otsu,11,29.365,27.528,-6.25575,0.914,0.896,-1.96937,54.25,54.903,1.20369
Case_13-06,avg,otsu,11,28.797,25.786,-10.45595,0.914,0.866,-5.25164,52.829,51.595,-2.33584
Case_13-07,avg,otsu,11,28.785,26.515,-7.88605,0.909,0.877,-3.52035,51.808,52.516,1.36658
Case_13-10,avg,otsu,11,28.906,26.362,-8.80094,0.898,0.859,-4.34298,52.083,51.419,-1.27489
Case_13-11,avg,otsu,11,28.661,25.445,-11.22082,0.897,0.841,-6.24303,53.121,50.283,-5.34252
Case_13-12,avg,otsu,11,29.065,25.815,-11.18183,0.905,0.851,-5.96685,51.186,57.457,12.2514
Case_14-01,avg,otsu,11,29.383,27.878,-5.12201,0.864,0.844,-2.31481,49.834,51.222,2.78525
Case_14-02,avg,otsu,11,29.007,27.167,-6.3433,0.844,0.805,-4.62085,50.732,52.058,2.61373
Case_14-03,avg,otsu,11,29.364,27.288,-7.06988,0.877,0.844,-3.76283,48.867,50.325,2.98361
Case_14-04,avg,otsu,11,29.512,27.28,-7.56303,0.926,0.904,-2.37581,49.07,51.039,4.01264
Case_14-05,avg,otsu,11,29.249,27.138,-7.21734,0.881,0.85,-3.51873,48.184,49.237,2.18537
Case_14-06,avg,otsu,11,29.267,27.238,-6.93272,0.906,0.881,-2.75938,48.649,50.197,3.18198
Case_14-07,avg,otsu,11,29.392,27.021,-8.06682,0.89,0.846,-4.94382,49.401,50.795,2.82181
Case_14-08,avg,otsu,11,29.538,27.557,-6.70662,0.903,0.877,-2.87929,49.287,51.15,3.7799
Case_14-09,avg,otsu,11,29.314,27.347,-6.7101,0.881,0.845,-4.08627,48.843,52.003,6.46971
Case_14-11,avg,otsu,11,29.225,27.094,-7.2917,0.862,0.818,-5.10441,50.943,51.04,0.19041
Case_14-12,avg,otsu,11,29.202,27.3,-6.51325,0.849,0.811,-4.47585,49.63,51.476,3.71952
Case_15-02,avg,otsu,11,30.401,29.498,-2.9703,0.905,0.911,0.66298,53.742,53.897,0.28842
Case_15-03,avg,otsu,11,29.559,27.826,-5.86285,0.89,0.882,-0.89888,49.612,50.872,2.53971
Case_15-04,avg,otsu,11,30.192,29.795,-1.31492,0.904,0.912,0.88496,57.317,57.608,0.5077
Case_15-05,avg,otsu,11,30.304,30.069,-0.77548,0.916,0.925,0.98253,54.932,58.589,6.65732
Case_15-06,avg,otsu,11,30.312,30.102,-0.69279,0.92,0.927,0.76087,52.247,57.8,10.62836
Case_15-07,avg,otsu,11,30.416,30.498,0.26959,0.934,0.944,1.07066,51.534,58.67,13.84717
Case_15-08,avg,otsu,11,30.289,29.928,-1.19185,0.926,0.933,0.75594,56.897,59.167,3.98967
Case_15-09,avg,otsu,11,29.75,28.858,-2.99832,0.908,0.911,0.3304,49.715,53.041,6.69013
Case_15-10,avg,otsu,11,29.498,28.62,-2.97647,0.924,0.925,0.10823,52.859,53.797,1.77453
Case_15-11,avg,otsu,11,29.267,27.904,-4.65712,0.91,0.904,-0.65934,50.096,49.871,-0.44914
Case_15-12,avg,otsu,11,30.009,29.569,-1.46623,0.919,0.929,1.08814,50.459,53.782,6.58554
Case_16-01,avg,otsu,11,30.588,29.413,-3.84138,0.897,0.9,0.33445,56.431,60.387,7.01033
Case_16-02,avg,otsu,11,30.247,29.739,-1.67951,0.916,0.925,0.98253,57.879,59.29,2.43784
Case_16-03,avg,otsu,11,30.266,28.954,-4.3349,0.9,0.897,-0.33333,60.616,60.718,0.16827
Case_16-04,avg,otsu,11,30.716,29.829,-2.88775,0.9,0.908,0.88889,56.772,57.912,2.00803
Case_16-05,avg,otsu,11,30.812,29.613,-3.89134,0.908,0.912,0.44053,54.876,63.445,15.61521
Case_16-06,avg,otsu,11,29.297,28.142,-3.94238,0.923,0.92,-0.32503,49.74,51.658,3.85605
Case_16-07,avg,otsu,11,30.152,29.303,-2.81573,0.911,0.917,0.65862,59.726,59.765,0.0653
Case_16-08,avg,otsu,11,29.537,28.502,-3.50408,0.93,0.925,-0.53763,51.232,53.236,3.91162
Case_16-09,avg,otsu,11,30.129,29.08,-3.4817,0.923,0.922,-0.10834,52.895,54.865,3.72436
Case_16-10,avg,otsu,11,30.662,30.28,-1.24584,0.916,0.921,0.54585,59.029,62.166,5.31434
Case_16-11,avg,otsu,11,29.693,29.186,-1.70747,0.935,0.937,0.2139,55.307,55.794,0.88054
Case_16-12,avg,otsu,11,29.609,29.086,-1.76635,0.932,0.934,0.21459,52.349,54.654,4.40314
Case_16-13,avg,otsu,11,29.505,28.495,-3.42315,0.924,0.921,-0.32468,50.358,53.151,5.54629
Case_17-01,avg,otsu,11,29.18,27.419,-6.03496,0.935,0.925,-1.06952,50.485,50.258,-0.44964
Case_17-02,avg,otsu,11,29.1,27.535,-5.37801,0.936,0.93,-0.64103,50.523,49.754,-1.52208
Case_17-03,avg,otsu,11,29.096,27.15,-6.6882,0.923,0.911,-1.30011,51.094,50.577,-1.01186
Case_17-04,avg,otsu,11,28.886,26.966,-6.64682,0.935,0.922,-1.39037,50.688,49.864,-1.62563
Case_17-05,avg,otsu,11,29.241,27.047,-7.50316,0.914,0.899,-1.64114,50.967,50.52,-0.87704
Case_17-06,avg,otsu,11,28.632,26.369,-7.90374,0.929,0.909,-2.15285,52.38,50.079,-4.3929
Case_17-07,avg,otsu,11,29.161,27.23,-6.62186,0.928,0.915,-1.40086,50.401,48.827,-3.12295
Case_17-08,avg,otsu,11,29.359,27.76,-5.44637,0.94,0.935,-0.53191,49.934,49.959,0.05007
Case_17-09,avg,otsu,11,29.219,27.468,-5.99268,0.931,0.923,-0.85929,49.932,51.418,2.97605
Case_17-10,avg,otsu,11,29.317,27.634,-5.7407,0.921,0.913,-0.86862,48.595,49.539,1.94259
Case_17-11,avg,otsu,11,28.492,26.575,-6.7282,0.941,0.929,-1.27524,51.591,49.246,-4.54537
Case_17-12,avg,otsu,11,28.952,27.119,-6.33117,0.926,0.916,-1.07991,50.375,49.053,-2.62432
Case_2-01,avg,otsu,11,30.936,30.981,0.14546,0.936,0.947,1.17521,58.4,56.721,-2.875
Case_2-02,avg,otsu,11,31.507,31.733,0.7173,0.94,0.957,1.80851,55.918,63.631,13.79341
Case_2-03,avg,otsu,11,30.484,30.502,0.05905,0.942,0.956,1.4862,56.534,56.754,0.38915
Case_2-04,avg,otsu,11,30.476,30.83,1.16157,0.933,0.952,2.03644,54.051,55.714,3.07672
Case_2-05,avg,otsu,11,32.278,33.409,3.50393,0.937,0.958,2.2412,54.931,64.777,17.92431
Case_2-06,avg,otsu,11,31.527,32.009,1.52885,0.941,0.961,2.1254,56.055,62.391,11.30318
Case_2-07,avg,otsu,11,31.304,31.764,1.46946,0.942,0.96,1.91083,56.59,63.156,11.60276
Case_2-08,avg,otsu,11,30.536,30.962,1.39507,0.933,0.953,2.14362,54.574,56.182,2.94646
Case_3-01,avg,otsu,11,29.304,29.202,-0.34808,0.935,0.947,1.28342,58.237,58.16,-0.13222
Case_3-02,avg,otsu,11,28.477,27.769,-2.48622,0.935,0.939,0.42781,48.764,49.642,1.80051
Case_3-03,avg,otsu,11,28.53,27.698,-2.91623,0.924,0.927,0.32468,48.277,50.299,4.18833
Case_3-04,avg,otsu,11,28.688,28.167,-1.81609,0.936,0.941,0.53419,47.75,48.826,2.2534
Case_3-05,avg,otsu,11,28.468,27.84,-2.20599,0.935,0.942,0.74866,51.192,49.452,-3.39897
Case_3-06,avg,otsu,11,28.677,27.834,-2.93964,0.927,0.928,0.10787,49.182,49.558,0.76451
Case_3-07,avg,otsu,11,29.253,29.441,0.64267,0.953,0.961,0.83945,50.316,54.653,8.61952
Case_3-08,avg,otsu,11,28.945,28.055,-3.0748,0.93,0.934,0.43011,48.78,48.624,-0.3198
Case_3-09,avg,otsu,11,29.654,29.953,1.0083,0.934,0.947,1.39186,51.292,54.061,5.3985
Case_3-10,avg,otsu,11,29.209,28.922,-0.98257,0.945,0.951,0.63492,50.638,52.553,3.78174
Case_4-01,avg,otsu,11,30.82,31.367,1.77482,0.941,0.962,2.23167,50.182,63.389,26.3182
Case_4-02,avg,otsu,11,29.903,30.48,1.92957,0.969,0.979,1.03199,54.512,61.942,13.63003
Case_4-03,avg,otsu,11,30.238,30.586,1.15087,0.962,0.973,1.14345,54.727,58.289,6.50867
Case_4-04,avg,otsu,11,29.852,30.344,1.64813,0.971,0.979,0.82389,53.385,61.61,15.40695
Case_4-05,avg,otsu,11,29.862,30.225,1.21559,0.966,0.975,0.93168,50.217,60.765,21.00484
Case_4-06,avg,otsu,11,29.885,30.29,1.35519,0.967,0.977,1.03413,52.979,58.6,10.60986
Case_4-07,avg,otsu,11,30.169,30.944,2.56886,0.965,0.977,1.24352,57.885,64.227,10.95621
Case_4-08,avg,otsu,11,30.821,32.258,4.66241,0.965,0.979,1.45078,54.082,66.254,22.50656
Case_4-09,avg,otsu,11,30.267,31.091,2.72244,0.97,0.98,1.03093,54.688,64.749,18.39709
Case_4-10,avg,otsu,11,29.75,29.996,0.82689,0.963,0.973,1.03842,54.452,60.969,11.96834
Case_5-01,avg,otsu,11,30.375,30.568,0.63539,0.925,0.943,1.94595,51.158,55.09,7.68599
Case_5-02,avg,otsu,11,30.513,30.707,0.63579,0.9,0.925,2.77778,56.432,57.418,1.74724
Case_5-04,avg,otsu,11,30.824,31.079,0.82728,0.9,0.928,3.11111,57.4,61.747,7.57317
Case_5-05,avg,otsu,11,30.629,30.72,0.2971,0.927,0.947,2.1575,51.942,54.195,4.33753
Case_5-07,avg,otsu,11,30.833,30.99,0.50919,0.905,0.931,2.87293,57.058,60.532,6.08854
