name,type,method,filter_size,jpg_PSNR,PSNR,delta_PSNR,jpg_SSIM,SSIM,delta_SSIM,jpg_brisque,im_brisque,delta_brisque
Case_1-01,avg,otsu,15,37.295,24.871,-33.31278,0.988,0.927,-6.17409,51.378,58.096,13.07564
Case_1-02,avg,otsu,15,37.441,24.248,-35.23677,0.988,0.923,-6.57895,54.693,57.301,4.76843
Case_1-03,avg,otsu,15,37.908,26.644,-29.71404,0.99,0.953,-3.73737,51.283,62.864,22.58253
Case_1-04,avg,otsu,15,37.908,26.379,-30.41311,0.991,0.954,-3.7336,54.941,62.249,13.30154
Case_1-05,avg,otsu,15,37.837,26.458,-30.07374,0.99,0.95,-4.0404,50.689,63.656,25.58149
Case_1-06,avg,otsu,15,37.314,24.538,-34.23916,0.99,0.932,-5.85859,53.472,56.795,6.21447
Case_1-07,avg,otsu,15,37.618,25.555,-32.0671,0.991,0.944,-4.74268,49.355,61.566,24.74116
Case_1-08,avg,otsu,15,38.068,26.691,-29.88599,0.989,0.949,-4.04449,51.963,62.229,19.75637
Case_10-01,avg,otsu,15,36.735,23.037,-37.28869,0.984,0.817,-16.97154,43.705,62.611,43.25821
Case_10-02,avg,otsu,15,37.742,22.985,-39.09968,0.987,0.824,-16.51469,46.218,59.665,29.09472
Case_10-03,avg,otsu,15,36.142,22.874,-36.71075,0.981,0.808,-17.63507,43.096,63.256,46.77928
Case_10-04,avg,otsu,15,36.918,22.437,-39.22477,0.985,0.815,-17.25888,44.159,61.255,38.71464
Case_10-05,avg,otsu,15,38.855,25.826,-33.53236,0.988,0.896,-9.31174,52.992,65.304,23.2337
Case_10-06,avg,otsu,15,37.736,23.087,-38.81969,0.987,0.837,-15.19757,46.754,59.293,26.8191
Case_10-07,avg,otsu,15,37.601,23.074,-38.63461,0.988,0.839,-15.08097,45.283,62.589,38.21743
Case_10-08,avg,otsu,15,37.554,23.147,-38.36342,0.987,0.84,-14.89362,45.328,62.558,38.01182
Case_10-09,avg,otsu,15,37.065,23.359,-36.97828,0.986,0.841,-14.70588,45.081,63.632,41.15037
Case_10-10,avg,otsu,15,37.843,24.826,-34.39738,0.984,0.846,-14.02439,43.628,66.375,52.13853
Case_11-07,avg,otsu,15,38.024,24.511,-35.53808,0.982,0.84,-14.46029,44.148,57.323,29.8428
Case_11-09,avg,otsu,15,42.35,30.891,-27.05785,0.981,0.943,-3.8736,48.725,50.861,4.38379
Case_11-10,avg,otsu,15,39.988,27.959,-30.08152,0.981,0.906,-7.64526,41.393,56.192,35.75242
Case_11-11,avg,otsu,15,40.143,27.754,-30.86217,0.982,0.903,-8.04481,49.617,55.095,11.04057
Case_11-12,avg,otsu,15,39.724,27.352,-31.1449,0.982,0.897,-8.6558,53.37,57.148,7.07888
Case_11-13,avg,otsu,15,41.452,29.411,-29.04806,0.981,0.923,-5.91233,42.819,55.43,29.45188
Case_11-15,avg,otsu,15,38.995,26.499,-32.04513,0.988,0.906,-8.2996,44.192,57.107,29.22475
Case_12-01,avg,otsu,15,38.402,28.096,-26.83714,0.99,0.953,-3.73737,50.097,67.592,34.92225
Case_12-02,avg,otsu,15,38.242,28.039,-26.68009,0.991,0.955,-3.63269,49.819,68.487,37.47165
Case_12-03,avg,otsu,15,38.127,27.832,-27.00186,0.99,0.953,-3.73737,49.223,67.007,36.12945
Case_12-04,avg,otsu,15,38.793,26.467,-31.77377,0.992,0.93,-6.25,48.536,64.893,33.70076
Case_12-05,avg,otsu,15,38.354,26.037,-32.11399,0.99,0.917,-7.37374,46.434,64.81,39.57445
Case_12-06,avg,otsu,15,37.886,26.323,-30.52051,0.99,0.927,-6.36364,45.506,66.404,45.92361
Case_12-07,avg,otsu,15,38.145,26.225,-31.24918,0.989,0.916,-7.38119,45.91,66.503,44.85515
Case_12-08,avg,otsu,15,38.154,26.572,-30.35593,0.99,0.931,-5.9596,46.115,66.539,44.28928
