sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,quality_column
0.4,3,0.543861930540397,0.300363248849489,-1.46873832404025,-18.0533294826528,10
0.7,3,2.58865639293052,1.40556490225482,1.73864564970533,-54.0515095896228,10
1.1,3,3.10041464002449,1.65526151748467,0.435835619707549,-37.3569440252057,10
1.4,3,3.19530584185143,1.70177448548181,-0.458347469607889,-35.3896773075806,10
1.7,3,3.23596743273082,1.71939769338086,-0.755948391697708,-34.3648996073418,10
2.3,3,3.2655720477885,1.73193083429237,-1.37317280039719,-33.6173874184043,10
2.6,3,3.27469101931216,1.73572140737489,-1.49152137478581,-33.3779221523695,10
2.9,3,3.28108119953187,1.73840512650979,-1.53749304867971,-33.2641862831378,10
2,3,3.25457457915112,1.7274098611013,-1.19152569591595,-34.1138768698963,10
0.4,5,0.543876321248485,0.300368343452688,-1.46874121538687,-18.053573476171,10
0.7,5,2.74056716838276,1.47243603657581,2.19156701201122,-54.9801705479802,10
1.1,5,3.7739068365332,1.95608024324939,5.25738717667638,-40.5817086592625,10
1.4,5,3.93491491743037,2.03867894485842,6.7198770811161,-38.1364215847277,10
1.7,5,3.94153117460805,2.04841214889383,5.88169733598131,-34.538355469815,10
2.3,5,3.87700038740425,2.02706300059852,4.9476288629994,-32.5936281124111,10
2.6,5,3.84609544035224,2.01600515220817,4.64365462550119,-32.2104493507919,10
2.9,5,3.82068327194803,2.00686227052816,4.39299899494948,-31.5128463145879,10
2,5,3.91509481028059,2.04208657077815,5.42693178371576,-33.9033492672553,10
0.4,7,0.543876321248485,0.300368343452688,-1.46874121538687,-18.053573476171,10
0.7,7,2.74189643987383,1.47294231913642,2.19843816514791,-54.9865378428676,10
1.1,7,3.8363175738342,1.98295305631202,6.1874098868179,-40.489599191623,10
1.4,7,3.90066444436726,2.03917316036081,7.34547152801196,-35.9778526035427,10
1.7,7,3.62475026693795,1.95819570443966,8.67118432075203,-29.7728064310128,10
2.3,7,2.92933905175529,1.71008939776673,9.60157197907442,-22.7032127350807,10
2.6,7,2.6592568105058,1.60796042152769,9.5053263084903,-20.119976229915,10
2.9,7,2.44833798909764,1.53164907116138,9.45720981142149,-19.0830894461912,10
2,7,3.2583278443177,1.8301937505412,9.60166619667443,-24.9281502266697,10
0.4,9,0.543876321248485,0.300368343452688,-1.46874121538687,-18.053573476171,10
0.7,9,2.74189812385823,1.47294293413489,2.19843901108524,-54.9864080449462,10
1.1,9,3.83950418692973,1.98416625424052,6.17109397555708,-40.3847304560527,10
1.4,9,3.86302302337784,2.03019424390134,7.30096223897652,-35.0764436899352,10
1.7,9,3.36315077866856,1.88313748588656,8.84412981923354,-26.6483318422166,10
2.3,9,1.87072601960527,1.37994523501167,9.18129411453795,-14.2896527273978,10
2.6,9,1.22758580626695,1.14856057001764,9.46318391946489,-10.3611155830947,10
2.9,9,0.698211431168276,0.950603725937266,9.24611191717796,-7.96418719092487,10
2,9,2.61797407249033,1.63873716255826,9.34405184334944,-19.6177082466049,10
0.4,11,0.543876321248485,0.300368343452688,-1.46874121538687,-18.053573476171,10
0.7,11,2.74189812385823,1.47294293413489,2.19843901108524,-54.9864080449462,10
1.1,11,3.83958996453563,1.98419533220646,6.17128354837378,-40.3785360067434,10
1.4,11,3.85810687178096,2.02912220255764,7.25732505774493,-34.9916435272802,10
1.7,11,3.28727760138355,1.86584991337418,8.84244443561817,-26.1651688471676,10
2.3,11,1.24456465446323,1.20621842074772,9.64707884902622,-11.3903520535992,10
2.6,11,0.227654787131554,0.859110633827105,9.69229575725153,-5.40160443975175,10
2.9,11,-0.654600248278063,0.543730323970808,9.49741258610108,-1.69774324435186,10
2,11,2.3229769499731,1.56086669330003,9.25230379307359,-18.3572553535662,10
0.4,13,0.543876321248485,0.300368343452688,-1.46874121538687,-18.053573476171,10
0.7,13,2.74189812385823,1.47294293413489,2.19843901108524,-54.9864080449462,10
1.1,13,3.83959044403146,1.98419541632278,6.17089694742326,-40.3787304684034,10
1.4,13,3.85780768260046,2.02908403038468,7.2537624430407,-35.0004999935198,10
1.7,13,3.27427689047806,1.86332273445612,8.85198750999204,-26.1122528890279,10
2.3,13,0.977945568019881,1.14518968252949,9.80841539954644,-10.3652946232634,10
2.6,13,-0.304589664129592,0.725826975277434,9.85790776456854,-3.78759278806162,10
2.9,13,-1.48553634141201,0.323389106504131,9.85095475438706,1.25942018420665,10
2,13,2.23528853785751,1.5415901031625,9.32087530529088,-17.6003746537096,10
0.4,15,0.543876321248485,0.300368343452688,-1.46874121538687,-18.053573476171,10
0.7,15,2.74189812385823,1.47294293413489,2.19843901108524,-54.9864080449462,10
1.1,15,3.83959045052299,1.98419540996326,6.17089699061905,-40.3787196584665,10
1.4,15,3.85779866199202,2.02908355608488,7.25367894086634,-35.0004759433834,10
1.7,15,3.27287907247387,1.8631110527058,8.85373404174806,-26.122743695003,10
2.3,15,0.891028109795748,1.1282033887126,9.91804145887624,-10.1482224601765,10
2.6,15,-0.53325004031565,0.677224415231916,9.96700585573683,-3.39680435680205,10
2.9,15,-1.91465871063476,0.228027456393121,10.1405909856509,2.54122005800308,10
2,15,2.21672912954853,1.5383601391438,9.31469541769366,-17.5830231221107,10
0.4,17,0.543876321248485,0.300368343452688,-1.46874121538687,-18.053573476171,10
0.7,17,2.74189812385823,1.47294293413489,2.19843901108524,-54.9864080449462,10
1.1,17,3.83959045052299,1.98419540996326,6.17089699061905,-40.3787196584665,10
1.4,17,3.85779871962055,2.02908364369547,7.25375709804165,-35.0002501895701,10
1.7,17,3.27277610351963,1.86309841744075,8.85413202248863,-26.1212617408188,10
2.3,17,0.868848271285057,1.12471111207525,9.95057448389105,-10.0889925037473,10
2.6,17,-0.614146518989861,0.6628763886292,10.060055137386,-3.14663296230987,10
2.9,17,-2.10566247940491,0.191529632307186,10.2686584901166,2.99159856339446,10
2,17,2.21381877656664,1.53794677746811,9.31557886153162,-17.5600296472554,10
0.4,19,0.543876321248485,0.300368343452688,-1.46874121538687,-18.053573476171,10
0.7,19,2.74189812385823,1.47294293413489,2.19843901108524,-54.9864080449462,10
1.1,19,3.83959045052299,1.98419540996326,6.17089699061905,-40.3787196584665,10
1.4,19,3.85779867549611,2.02908362498983,7.25375713713294,-35.0002738639982,10
1.7,19,3.27277077716427,1.8630977394547,8.85397486485259,-26.121202308887,10
2.3,19,0.8643487799903,1.12414273414359,9.95110278694866,-10.060795699092,10
2.6,19,-0.638159757232302,0.659364373534178,10.0727307395103,-3.10327905570231,10
2.9,19,-2.17920212782689,0.179407727599888,10.312450705899,3.19503904078098,10
2,19,2.21346201680042,1.53790383063566,9.3159877364475,-17.5654257234429,10
