filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe,name
3,3.29803583379884,1.74312366522552,-2.07825052149205,-31.707178313234,1
5,3.53409977418085,1.91109020305625,2.35485519668297,-28.2248931005406,1
7,1.12735716036357,1.03744594553209,7.19493453469616,-12.3996760442229,1
9,-2.33592180230646,-0.242022383613143,7.69700076078954,-0.133623203531906,1
11,-5.82600033782302,-1.50631778329084,10.8554465167458,9.85336150750264,1
13,-8.97407018027711,-2.58590704495927,18.7462593910669,14.7064673588339,1
15,-11.7149932839835,-3.46463876859006,23.4040229645832,17.4289909263823,1
17,-14.083540462637,-4.17735655408511,24.3002258479168,20.1883967768582,1
19,-16.135828225343,-4.76522810212714,23.8423026978849,23.2749981876868,1
