sigma,filter_size,mean_delta_PSNR,mean_delta_SSIM,mean_delta_brisque,mean_delta_niqe
0.1,3,-6.83287382175854e-05,-2.31191623833159e-06,6.969579129867e-05,-2.17194864523505e-05
0.2,3,-8.11812155866809e-05,-2.81409671083626e-06,6.94623224482986e-05,-4.45847371708001e-05
0.3,3,-0.000126191486331336,-4.3154656295857e-06,4.39161456969456e-05,-0.00048098504278438
0.4,3,0.4670389518768,0.0690358454555377,-0.690298923114222,-22.8287723151796
0.5,3,1.5066066729669,0.235587793851628,1.33528224542172,-29.7305292423002
0.6,3,1.97850283258571,0.315269561159841,3.7853670099426,-28.292697442137
0.7,3,2.1388798380943,0.349979880656463,5.87570147912614,-21.8881809258636
0.8,3,2.1414592573807,0.357556206174608,6.78557303563268,-18.1069108287042
0.9,3,2.11332883672828,0.362321406668514,7.56376501303965,-16.5617065335637
1,3,2.06378476607642,0.358987719683627,7.73202015960363,-15.0724740825638
1.1,3,2.01943574411805,0.356059751026436,8.09128660140648,-13.9340287574835
1.2,3,1.97982003708385,0.352258444959828,8.0506801426556,-13.5531055608738
1.3,3,1.95154503975249,0.350896661500306,8.6561249944805,-13.2560672379944
1.4,3,1.92202256471723,0.348272410310625,8.74711709417946,-12.780153014355
1.5,3,1.89801015594934,0.345879946714785,8.7664377828801,-12.4149395263368
1.6,3,1.87840012754887,0.344465913039615,9.02372718923029,-12.2151825335423
1.7,3,1.86005080905619,0.342532078769588,9.03189778397461,-11.9724606924532
1.8,3,1.84776742787231,0.341253469427993,9.03128518793941,-11.8558467970383
1.9,3,1.83613254712826,0.340354648424865,9.11747778624865,-11.7128567428647
2,3,1.82683493654146,0.339343254687238,9.10245510394713,-11.6573239405279
2.1,3,1.81941257078746,0.338563863016756,9.10304188840905,-11.5571139980538
2.2,3,1.80608712473028,0.337421886466569,9.23982409327651,-11.3962676816275
2.3,3,1.80177218551912,0.336969675487141,9.23566566509059,-11.3675535773328
2.4,3,1.79292385341873,0.336181462214463,9.28655852863273,-11.2246235385128
2.5,3,1.78955123437352,0.335824554771075,9.28626694508714,-11.1953685324052
2.6,3,1.78353465453523,0.335261558244857,9.31731997138623,-11.1237358825915
2.7,3,1.78128882002017,0.335030846791595,9.31785040734553,-11.118033955055
2.8,3,1.77277121819911,0.334118892687299,9.33397719516105,-10.9578752337859
2.9,3,1.76828868565352,0.333657707570788,9.33250792792417,-10.8886810355243
3,3,1.76601253096454,0.333418023303291,9.34217098571996,-10.8721175619188
